,,W0,W1,W2
F0,S1386,1.7378195036284115e-05,5.870356080777275e-07,2.2360536336414668e-08
F0,S1387,1.2967188520562836e-05,5.569401197203856e-07,2.2125514418492777e-08
F0,S1388,9.689759126856876e-06,5.901957488889993e-07,2.245870041233852e-08
F0,S1389,1.4348684875240511e-05,6.49444139800215e-07,2.5353409643683352e-08
F0,S1390,8.570087917102371e-06,5.785031869182973e-07,2.2258539334302996e-08
F0,S1391,2.4232652717016112e-05,5.745468176159968e-06,2.7230065273378327e-07
F0,S1392,1.8371888173423006e-05,5.811197504656286e-07,2.197158814534708e-08
F0,S1393,8.900099952168029e-06,6.091825473147547e-07,2.2874841971895643e-08
F0,S1394,1.0565373352999012e-05,5.917462172350105e-07,2.2392586837028685e-08
F0,S1395,1.1772076736106051e-05,9.527733119158749e-07,7.360339556002427e-08
F0,S1396,1.1230136245959216e-05,6.60143575854848e-07,2.314013665634029e-08
F0,S1397,8.634883622060305e-06,6.210344496031285e-07,2.2681978080344894e-08
F0,S1398,1.426550917875443e-05,5.714257777117411e-07,2.2076305537766948e-08
F0,S1399,2.027057495103517e-05,6.081539581705608e-07,2.2895349406204943e-08
F0,S1400,1.2247217460568007e-05,6.064911547699619e-07,2.34547239500486e-08
F0,S1401,1.7980434141002635e-05,5.757397552446194e-07,2.1920947811010854e-08
F0,S1402,1.0539155555661014e-05,8.021619897048815e-07,2.4934235886797232e-08
F0,S1403,2.016967932979626e-05,6.270777963669515e-07,2.462985343230787e-08
F0,S1404,9.010807588461948e-06,6.74356231880139e-07,2.4378740808540232e-08
F0,S1405,1.579768718896066e-05,5.794959028911392e-07,2.2126775720130856e-08
F0,S1406,1.7081362161437078e-05,8.175607401108163e-07,2.813198903857313e-08
F0,S1407,1.840922067062667e-05,5.618759967889208e-07,2.1767490500413132e-08
F0,S1408,1.7822856904049247e-05,1.0020529595093851e-06,3.087643478850759e-08
F0,S1409,1.031199959513187e-05,6.296778696320622e-07,2.316665118106001e-08
F0,S1410,9.72044238090356e-06,5.836587388616042e-07,2.2501037570928158e-08
F0,S1411,1.440741107945784e-05,5.83664073464921e-07,2.2525622526033862e-08
F0,S1412,1.9845170273442072e-05,7.286437972647152e-07,2.648244608532911e-08
F0,S1413,1.059260005829048e-05,6.122337380562103e-07,2.4333977465015484e-08
F0,S1414,2.135104600127391e-05,6.038972540760611e-07,2.3714409977316376e-08
F0,S1415,2.140605694090605e-05,5.7819270910408e-07,2.2270070655459644e-08
F0,S1416,1.4555177385551298e-05,6.24182569021151e-07,2.350182937629221e-08
F0,S1417,1.6659946671703736e-05,6.050069826226042e-07,2.3542037644996278e-08
F0,S1418,2.455871308658877e-05,7.836381838616037e-07,3.733080583961025e-08
F0,S1419,1.5883262444871215e-05,6.451691908493265e-07,2.4889353369273217e-08
F0,S1420,2.559292519586224e-05,1.0436236360801573e-06,3.066093397321935e-08
F0,S1421,8.496290853232312e-06,6.257409187646962e-07,2.3005611089775093e-08
F0,S1422,8.636987410169967e-06,5.750548312719747e-07,2.2045221759446347e-08
F0,S1423,9.529194177557796e-06,5.92139248254489e-07,2.2567608539887043e-08
F0,S1424,8.887237742340386e-06,6.088353039138687e-07,2.276169198686424e-08
F0,S1425,1.4035030378245606e-05,6.813342746289167e-07,2.5630395594772267e-08
F0,S1426,2.566084425707518e-05,6.560172332167366e-07,2.76968809066316e-08
F0,S1427,2.302755572392257e-05,1.0038870716382565e-06,4.1225119397126826e-08
F0,S1428,0.0005935418472700847,1.6665327484639382e-06,1.0624479457101774e-07
F0,S1429,1.3184963386633141e-05,6.355263712955369e-07,2.5137629304875918e-08
F0,S1430,1.0982692458098427e-05,5.752627384441737e-07,2.2175690510869933e-08
F0,S1431,1.0678723573948833e-05,6.100753085696143e-07,2.2960729635925506e-08
F0,S1432,1.6615317484666187e-05,6.177482507354087e-07,2.3867384864262416e-08
F0,S1433,1.6406997509114e-05,5.911185163756689e-07,2.2310430630374526e-08
F0,S1434,1.201723427657075e-05,7.194473758270534e-07,2.4691041993779988e-08
F0,S1435,9.48540471464302e-06,5.997933939450199e-07,2.2505535970345847e-08
F0,S1436,1.4994693521624436e-05,6.162486664662207e-07,2.368997407190929e-08
F0,S1437,9.93074571747e-06,6.089119692482909e-07,2.2645314923181176e-08
F0,S1438,2.060068119898444e-05,6.73048904836743e-07,2.5444511033516862e-08
F0,S1439,2.2647688059511333e-05,6.05972421518586e-07,2.485445486356914e-08
F0,S1440,2.3255684146966265e-05,5.755538216735793e-07,2.1926024885573722e-08
F0,S1441,1.241164932909798e-05,6.034272972305295e-07,2.309074104411476e-08
F0,S1442,1.0743066961565218e-05,5.8089153884361e-07,2.2378691709313628e-08
F0,S1443,1.2599815683217351e-05,5.930405201506897e-07,2.2750985475956583e-08
F0,S1444,1.1657793443404488e-05,6.010659260408482e-07,2.2739365996343835e-08
F0,S1445,2.477539615646478e-05,5.51067304492134e-07,2.1539382419711282e-08
F0,S1446,1.2016819145095274e-05,5.936565131425251e-07,2.284953412712989e-08
F0,S1447,1.0914245754110773e-05,6.116715452238273e-07,2.281536258107259e-08
F0,S1448,1.4263930408773389e-05,6.089456533992773e-07,2.224047332832473e-08
F0,S1449,8.497552979400631e-06,5.774839119527985e-07,2.2383967501379924e-08
F0,S1450,9.025040649626717e-06,5.904483606788619e-07,2.2703162431458268e-08
F0,S1451,9.444834512014828e-06,5.621193873994135e-07,2.2021016577051936e-08
F0,S1452,2.2373639046727496e-05,6.737729522287047e-07,2.7506083420203547e-08
F0,S1453,1.2697968780576713e-05,5.784700875444289e-07,2.187743107538477e-08
F0,S1454,6.578442139766084e-05,6.344430829287758e-07,2.669268340515052e-08
F0,S1455,1.9482354773987776e-05,6.800576831379745e-07,3.0415971542815764e-08
F0,S1456,8.617727787208431e-06,5.892377020133563e-07,2.2466273418115552e-08
F0,S1457,9.866110872809621e-06,5.890582424394728e-07,2.2786682289741095e-08
F0,S1458,8.709528610026146e-06,5.899741489952651e-07,2.2721137163199697e-08
F0,S1459,1.261831326038294e-05,5.751721786803415e-07,2.2069613519270465e-08
F0,S1460,1.0611583972592307e-05,6.41793753368679e-07,2.330164249101076e-08
F0,S1461,1.5255848892743773,15.637966605145007,30.62488663283384
F0,S1462,9.22039963535806e-06,6.191703073824535e-07,2.317872835407065e-08
F0,S1463,2.3182817117720426e-05,6.565306195591398e-07,2.625127262455116e-08
F0,S1464,9.584470384071056e-06,6.103478540069904e-07,2.285523677706437e-08
F0,S1465,1.8227758063499204e-05,7.877609127575202e-07,2.5737657346674282e-08
F0,S1466,7.408768443093227e-05,21.87138276158247,9.039883667878373
F0,S1467,1.674462299733659e-05,5.849478697429193e-07,2.2086092386586042e-08
F0,S1468,1.0001867129351272e-05,5.987956894881854e-07,2.2248285982926916e-08
F0,S1469,1.2938647417608033e-05,5.568594974261782e-07,2.2002995558950276e-08
F0,S1470,1.8329984656592207e-05,8.645995447575138e-07,3.1279528565610904e-08
F0,S1471,8.551132283788437e-06,5.898125878440083e-07,2.233102843729342e-08
F0,S1472,1.4084756985976767e-05,6.023049187961965e-07,2.237957808612421e-08
F0,S1473,1.2656325729503524e-05,6.303797076374315e-07,2.2431280397504602e-08
F0,S1474,1.9528425858032045e-05,6.66310348572284e-07,2.528070061778456e-08
F0,S1475,1.2596659051857112e-05,9.052052433526651e-07,2.5207435795215516e-08
F0,S1476,1.4688704725215149e-05,5.949971575303376e-07,2.3757087025520676e-08
F0,S1477,9.93275553757952e-06,7.186561308868504e-07,2.431212051987373e-08
F0,S1478,1.569664248782171e-05,5.694448881404303e-07,2.2000225462002164e-08
F0,S1479,8.979802583499246e-06,6.071237405491837e-07,2.273231805561088e-08
F0,S1480,9.693266570396775e-06,5.903125684372367e-07,2.2207683784883543e-08
F0,S1481,2.633515104426749e-05,6.486239150574346e-07,2.7012673114795484e-08
F0,S1482,9.823833818169836e-06,5.834817749261122e-07,2.272376045736141e-08
F0,S1483,2.0772905933178925e-05,7.597279647425162e-07,2.562477442646185e-08
F0,S1484,9.50066406695399e-06,5.918915140002299e-07,2.2637357921549844e-08
F0,S1485,9.459472066556506e-06,6.238010945050396e-07,2.3756271522357018e-08
F0,S1486,1.2319510335230401e-05,6.102001458867107e-07,2.304969432731834e-08
F0,S1487,1.0273578790311563e-05,6.772273320114133e-07,2.3931849910451754e-08
F0,S1488,1.857043111560151e-05,1.0244888246266166e-06,4.427987144046843e-08
F0,S1489,9.160100379585727e-06,8.277047067187285e-07,2.781663837286068e-08
F0,S1490,8.491464234751043e-06,7.238485117681751e-07,2.423724479827597e-08
F0,S1491,8.523986372169159e-06,8.311217246493489e-07,2.6110479668998914e-08
F0,S1492,2.022026517879636e-05,6.10560680402908e-07,2.3747629301887422e-08
F0,S1493,1.2602732439938098e-05,6.410292963037371e-07,2.601159756442484e-08
F0,S1494,9.10440408124072e-06,5.918033970897184e-07,2.2529108657932872e-08
F0,S1495,2.6116153081013393e-05,8.52375834943554e-07,4.706484085758358e-08
F0,S1496,9.546069216785754e-06,7.048709552974393e-07,2.354991873530654e-08
F0,S1497,1.5379107670457748e-05,6.378322346378626e-07,2.3235524852998922e-08
F0,S1498,1.590256527068631e-05,8.711543659537039e-07,2.7288265678284477e-08
F0,S1499,1.1655905187530545e-05,6.156611061481566e-07,2.3601723681587477e-08
F0,S1500,1.2034622031109454e-05,5.955527357800284e-07,2.252766666553381e-08
F0,S1501,2.1432972089840122e-05,5.535727816458731e-07,2.1590532865317342e-08
F0,S1502,9.370016421220434e-06,7.661721827860373e-07,2.4555672473814825e-08
F0,S1503,9.014367546662194e-06,6.280639514980554e-07,2.310696771631646e-08
F0,S1504,9.799548818193277e-06,6.294445757852218e-07,2.2564378036002948e-08
F0,S1505,1.2324819991591225e-05,5.84498794351555e-07,2.2272321059917505e-08
F0,S1506,1.4318680497959785e-05,5.869006698139987e-07,2.2536496810525374e-08
F0,S1507,1.4394176834509277e-05,6.522792739564124e-07,2.36749686515472e-08
F0,S1508,1.087827597272874e-05,5.821286629677351e-07,2.2419901568757507e-08
F0,S1509,9.97729158041338e-06,5.804445914876925e-07,2.2225840254518897e-08
F0,S1510,1.0098375124839636e-05,5.687288622212615e-07,2.187466882099208e-08
F0,S1511,1.0338208362330456e-05,6.003543749167779e-07,2.30056345282454e-08
F0,S1512,1.713232650215884e-05,6.043328432203642e-07,2.2083411807486665e-08
F0,S1513,2.1770102760643758e-05,9.742569907026994e-07,4.9432664503872195e-08
F0,S1514,9.018080720235376e-06,6.175727416378049e-07,2.267615135846669e-08
F0,S1515,9.50655304050465e-06,6.234070023103947e-07,2.2964541625086297e-08
F0,S1516,1.2044466342009425e-05,5.671729950877451e-07,2.206686282180888e-08
F0,S1517,1.7737389275017372e-05,6.758731163492958e-07,2.844362136906718e-08
F0,S1518,1.3298271653759385e-05,6.119402299384651e-07,2.3435482827211303e-08
F0,S1519,1.809749759639188e-05,6.349949869488813e-07,2.7674941782598905e-08
F0,S1520,9.41439732422352e-06,6.121465535698518e-07,2.2853036694987864e-08
F0,S1521,1.3727735937722286e-05,5.833633134853546e-07,2.2253137647521796e-08
F0,S1522,1.4549273827790293e-05,6.786985721520679e-07,2.418450633995109e-08
F0,S1523,1.174339932327684e-05,7.03747983263851e-07,2.5737086386466824e-08
F0,S1524,2.296115134972022e-05,5.563908378066754e-07,2.16023819248252e-08
F0,S1525,1.5812038856245882e-05,7.069206780394564e-07,2.655344474709005e-08
F0,S1526,1.5550977273353657e-05,5.794623707836049e-07,2.2892229516529758e-08
F0,S1527,2.5311613420750456e-05,0.0712015597487892,9.746146072035331e-08
F0,S1528,1.2555272065342293e-05,6.104828345548234e-07,2.3228071768107348e-08
F0,S1529,1.0879979514069092e-05,7.777975174185992e-07,2.6242767007562688e-08
F0,S1530,1.06330724613411e-05,6.308814903268628e-07,2.4489702030765266e-08
F0,S1531,1.2634482170011005e-05,8.282076699726905e-07,2.745548085583241e-08
F0,S1532,2.5080264563086445e-05,17.304037070810402,43.096834807294385
F0,S1533,1.0066769583025219e-05,5.820128568408034e-07,2.2679330354314894e-08
F0,S1534,1.2423119780780636e-05,7.581599511428451e-07,2.5856478585920255e-08
F0,S1535,9.281731101188297e-06,6.231477395264816e-07,2.289371182407892e-08
F0,S1536,1.4571184878019848e-05,6.729274654953949e-07,2.3252295972019534e-08
F0,S1537,1.6783150768428478e-05,1.7818949941902314e-06,6.614292644745546e-08
F0,S1538,1.2307162925061225e-05,6.344963589564239e-07,2.306553067817052e-08
F0,S1539,9.11051257013673e-06,6.302106956532195e-07,2.307802775045741e-08
F0,S1540,2.2966597971977937e-05,7.083059124004626e-07,3.136055531897788e-08
F0,S1541,3.6140350585250686e-05,1.0838534321044821e-06,1.0808081764462152e-06
F0,S1542,1.777371836715701e-05,1.1701476227836562e-06,3.789922690256166e-08
F0,S1543,12.756838129959526,1.2847675607665979e-06,2.9016001664476163
F0,S1544,2.0786924458755814e-05,6.68286238866697e-07,2.4472429589363116e-08
F0,S1545,9.63970970252934e-06,5.953295059998839e-07,2.286105980278844e-08
F0,S1546,2.631141688660405e-05,6.801944831592735e-07,4.4023966271500907e-08
F0,S1547,1.1061755721730587e-05,5.999051505668771e-07,2.2670367628381402e-08
F0,S1548,9.110978086253656e-06,5.935026807450807e-07,2.2837552899984582e-08
F0,S1549,1.208783532634541e-05,5.964538365821327e-07,2.2948831384896637e-08
F0,S1550,2.3004772323980616e-05,6.590067852967135e-07,2.5602375125296545e-08
F0,S1551,1.265674734291863e-05,6.126351374840985e-07,2.233622774380185e-08
F0,S1552,1.1873932787865926e-05,6.690418422292349e-07,2.3674552775792938e-08
F0,S1553,1.4832609072573656e-05,5.838221759955451e-07,2.2156836524883347e-08
F0,S1554,2.460689139681219e-05,1.559512208703241e-06,3.2126165817892925e-08
F0,S1555,2.1944842930108785e-05,6.757124162500999e-07,2.5035278427489586e-08
F0,S1556,9.066568458088057e-06,1.5401528256363875e-06,2.7215429337659305e-08
F0,S1557,1.0392175173909403e-05,7.618116584693349e-07,2.6484296031074568e-08
F0,S1558,1.7506508866541195e-05,7.070487076246897e-07,2.5808551082349263e-08
F0,S1559,1.044198552258208e-05,6.38816956773081e-07,2.3679404763126588e-08
F0,S1560,3.9472671027405615,3.517714559305116,17.66391360605091
F0,S1561,1.1316929623960547e-05,5.688490095972681e-07,2.2131482473540982e-08
F0,S1562,24.900654074711213,5.142394254809242,32.13747210549822
F0,S1563,9.064257335775124e-06,5.977567897596893e-07,2.2362805593579365e-08
F0,S1564,9.358300516218028e-06,5.745865976628368e-07,2.26239338002534e-08
F0,S1565,2.3374579679915326e-05,6.472767556042578e-07,2.627141774505303e-08
F0,S1566,1.2907615637706707e-05,6.259765438714559e-07,2.491243817080567e-08
F0,S1567,9.568221519412547e-06,6.000340215010189e-07,2.3066991263143068e-08
F0,S1568,9.079866306374302e-06,5.808614851174542e-07,2.222424303873941e-08
F0,S1569,1.0555448709257421e-05,5.893974777470272e-07,2.2264852157947624e-08
F0,S1570,1.0962438951357944e-05,5.928461580782921e-07,2.2317902904264016e-08
F0,S1571,1.7597746249439194e-05,6.2778032682992e-07,2.3536138521042293e-08
F0,S1572,0.00014201274225546232,6.897232171854764e-07,3.332108259969581e-08
F0,S1573,1.2182537277556974e-05,6.089191941596366e-07,2.4159860434640373e-08
F0,S1574,8.645705075145236e-06,5.752411285429991e-07,2.261901318864404e-08
F0,S1575,2.0892215962930694e-05,7.174730395529067e-07,2.53298453324659e-08
F0,S1576,1.0047621239647997e-05,5.846570476627271e-07,2.2473943890518294e-08
F0,S1577,9.145919621229436e-06,5.945798956691307e-07,2.2789536833066183e-08
F0,S1578,1.5131721024605801e-05,6.57519055655123e-07,2.3639718727959485e-08
F0,S1579,2.50229737093505e-05,7.382158238389183e-07,3.030544565434677e-08
F0,S1580,1.5878037003010485e-05,1.5931937948855215e-06,3.863576101336226e-08
F0,S1581,4.352923106447102e-05,1.3808281302377797e-06,0.4684142704452126
F0,S1582,1.2556474036082915e-05,7.828251433902136e-07,2.3170732916769984e-08
F0,S1583,1.922492392416577e-05,8.332805780383862e-07,2.6768173712916133e-08
F0,S1584,2.585081674850253e-05,6.956183596921638e-07,4.407142638297296e-08
F0,S1585,1.0415945048053452e-05,5.773061193459074e-07,2.2529543737283848e-08
F0,S1586,8.814211058033791e-06,6.059671231897304e-07,2.306250787917809e-08
F0,S1587,1.3269208656479147e-05,6.149435272561863e-07,2.5081828708224067e-08
F0,S1588,8.976625375733442e-06,5.648065172337987e-07,2.24448682865327e-08
F0,S1589,2.107907528469237e-05,4.955746702978982e-06,3.3038970513882984e-08
F0,S1590,1.6288294764140546e-05,8.945760193173458e-07,2.8382650767635035e-08
F0,S1591,8.795476185095822e-06,6.022755578742948e-07,2.237423737540813e-08
F0,S1592,2.3888491809070088e-05,5.473209260724786e-07,2.1528052740701668e-08
F0,S1593,3.357955529116395,6.492120123390415e-07,3.805553402641968e-08
F0,S1594,1.2584677416955921e-05,7.557081848100632e-07,2.43532954805808e-08
F0,S1595,1.2800703074945285e-05,6.160752994814566e-07,2.348676965214517e-08
F0,S1596,1.14761889846367e-05,5.73824549079511e-07,2.2432297955791757e-08
F0,S1597,5.567708396439879e-05,9.436898883088543e-07,7.092191699525428e-08
F0,S1598,9.163142372186794e-06,6.0081603112917e-07,2.290542072513502e-08
F0,S1599,1.944579850151727e-05,7.382001283924769e-07,2.8999173881104685e-08
F0,S1600,1.5391740523527215e-05,7.788242720472314e-07,2.5132648557490068e-08
F0,S1601,2.178669192244144e-05,7.171607413327302e-07,3.716217839363e-08
F0,S1602,1.484274950483563e-05,7.786493741065739e-07,3.0112233549324176e-08
F0,S1603,8.575831297769804e-06,5.813535045214478e-07,2.225625852504218e-08
F0,S1604,1.933939790691324e-05,6.188225152283111e-07,2.3258278256372453e-08
F0,S1605,1.5631564930784593e-05,6.129906779261359e-07,2.2405150588253386e-08
F0,S1606,1.3018780163489065e-05,6.609718877079438e-07,2.39797510426408e-08
F0,S1607,1.332721666541212e-05,5.720884587208709e-07,2.2219894002795436e-08
F0,S1608,1.3329226313394475e-05,6.444990503049245e-07,2.2826952627515155e-08
F0,S1609,2.1227298663187923e-05,7.063096021921471e-07,2.5637298774827705e-08
F0,S1610,1.2305387513849905e-05,6.131553195770583e-07,2.4066114431040136e-08
F0,S1611,1.2314317092029398e-05,6.043976717865085e-07,2.2860858711663893e-08
F0,S1612,1.5765999157111593e-05,6.058495458159734e-07,2.3028455016807214e-08
F0,S1613,1.1514871930835247e-05,5.781549770683051e-07,2.211350640159113e-08
F0,S1614,1.1443764210958452e-05,5.78230877608721e-07,2.225930168582438e-08
F0,S1615,1.797463773103108e-05,7.222433719784919e-07,2.5996754799929417e-08
F0,S1616,1.6176693751972667e-05,6.036107489998218e-07,2.2031846869520672e-08
F0,S1617,1.4003273876909015e-05,6.243562286229318e-07,2.4424893546107537e-08
F0,S1618,1.2345067526084716e-05,7.001878566900983e-07,2.4337959111254333e-08
F0,S1619,2.068320311667177e-05,5.77706377117102e-07,2.17521245762196e-08
F0,S1620,1.964053326127143e-05,5.953256281175143e-07,2.333070161504312e-08
F0,S1621,9.926128351607543e-06,6.001797533551643e-07,2.3166733977412284e-08
F0,S1622,1.0135270838962669e-05,5.778355792141496e-07,2.2581652453715658e-08
F0,S1623,2.0974981335616612e-05,5.69587781824719e-07,2.1846849954343037e-08
F0,S1624,1.1822782891815492e-05,6.213432532758532e-07,2.2800410574032118e-08
F0,S1625,1.1850708352457696e-05,5.773141543220218e-07,2.2115479744830657e-08
F0,S1626,1.5106919388161496e-05,5.765057107546504e-07,2.2161909800455774e-08
F0,S1627,1.5319143291294266e-05,6.18211715255628e-07,2.212453839651233e-08
F0,S1628,9.67039102382706e-06,7.107342383158301e-07,2.4356804013924396e-08
F0,S1629,1.0327839191248525e-05,5.776452210258382e-07,2.2437651847851022e-08
F0,S1630,9.424082404283263e-06,6.12472473954715e-07,2.240355622771713e-08
F0,S1631,2.546888957330013e-05,9.418544534615775e-07,3.756686762407375e-08
F0,S1632,8.885736680088366e-06,5.937918337034947e-07,2.3117945351922127e-08
F0,S1633,1.2394309167607484e-05,5.627478847614387e-07,2.255916838606393e-08
F0,S1634,9.363097072260347e-06,7.701065558022877e-07,2.5377669354539568e-08
F0,S1635,1.133251718893382e-05,5.896871045532643e-07,2.2722644629767693e-08
F0,S1636,1.3291431568429927e-05,5.985403220816693e-07,2.268568639796409e-08
F0,S1637,1.1308191660899754e-05,6.296778187074037e-07,2.3587699026470103e-08
F0,S1638,1.8595759658624614e-05,5.589796459838761e-07,2.1825664386379355e-08
F0,S1639,8.50801273908436e-06,5.830496772660301e-07,2.2665208843352872e-08
F0,S1640,1.5168185863369476e-05,5.9479735050553e-07,2.226070626654796e-08
F0,S1641,2.557705527482937e-05,6.330650941014387e-07,2.712513723819875e-08
F0,S1642,2.0111448107105205e-05,6.136234712657141e-07,2.4417405373971e-08
F0,S1643,1.0093929128210108e-05,6.085174696614868e-07,2.3431851733970162e-08
F0,S1644,8.505763079607182e-06,7.198782883514619e-07,2.643879795442857e-08
F0,S1645,2.034358514235368e-05,8.061981766369203e-07,2.6718158592557865e-08
F0,S1646,9.678469296681066e-06,6.318299674630211e-07,2.326229176120557e-08
F0,S1647,1.3421684802669204e-05,5.591753876337634e-07,2.1811672894315625e-08
F0,S1648,9.36964006865557e-06,9.121685330129631e-07,2.92510132382437e-08
F0,S1649,10.735685995485627,15.818548687647269,31.02227447689457
F0,S1650,2.0648093203548025e-05,6.810127265308175e-07,2.8679119760595614e-08
F0,S1651,1.700466588108171e-05,5.843194330193429e-07,2.206335864776836e-08
F0,S1652,2.0074739809465385e-05,5.657721738778121e-07,2.182670771758416e-08
F0,S1653,2.3270151654602067e-05,8.832966175385976e-07,2.7458019372294247e-08
F0,S1654,2.2715577524736762e-05,6.074532188964637e-07,2.667738735648021e-08
F0,S1655,2.4063171659049466e-05,8.355588303168496e-07,3.380033519992456e-08
F0,S1656,1.7501875076251127e-05,5.889120674804353e-07,2.4363029761254963e-08
F0,S1657,1.2046980905007186e-05,5.925343108023346e-07,2.2757956927889482e-08
F0,S1658,1.7458936340055127e-05,7.282255532360831e-07,3.1229026763922766e-08
F0,S1659,1.0745377050089902e-05,6.950269624994862e-07,2.416403997188657e-08
F0,S1660,1.5773621953107627e-05,6.187904355264399e-07,2.3474788805724572e-08
F0,S1661,1.4381564351014878e-05,5.808847084058218e-07,2.233130535777436e-08
F0,S1662,1.63803948460653e-05,5.628073138219543e-07,2.1966942375767875e-08
F0,S1663,2.331440197890781e-05,2.03854813856703e-06,5.1373240533524596e-08
F0,S1664,1.2123709491140066e-05,5.787513371549502e-07,2.3295913821580257e-08
F0,S1665,1.4230846129517396e-05,5.634471505291125e-07,2.1909690454613392e-08
F0,S1666,1.434445860566471e-05,5.716724857156866e-07,2.211454447339174e-08
F0,S1667,1.491229380756373e-05,5.677474520566913e-07,2.185567564907749e-08
F0,S1668,2.207218305048868e-05,5.941079653048099e-07,2.623126986196885e-08
F0,S1669,1.3128928816186015e-05,6.908083411959114e-07,2.3879354035982792e-08
F0,S1670,2.447321319728218e-05,5.583773787097143e-07,2.1824971926145093e-08
F0,S1671,3.000465550011268,6.19721680591369e-07,8.847888103236678e-08
F0,S1672,9.470251155870533e-06,6.382492120952637e-07,2.3600969233595326e-08
F0,S1673,8.68672080686548e-06,6.028809989465937e-07,2.328027305497647e-08
F0,S1674,1.5132082072080953e-05,5.756637610454121e-07,2.2124832025551236e-08
F0,S1675,2.492918230424216e-05,9.211717553079813e-07,3.1278363600478224e-08
F0,S1676,1.4050630927767426e-05,5.87788863256284e-07,2.2141405307107395e-08
F0,S1677,1.6313059599021127e-05,6.517357714952668e-07,2.274732527093332e-08
F0,S1678,1.3953981168369532e-05,5.735939611591082e-07,2.1995221645282518e-08
F0,S1679,1.8300940927465565e-05,6.111429019749614e-07,2.2622276254288725e-08
F0,S1680,2.0844064671251395e-05,6.879527831119403e-07,2.5312587796645707e-08
F0,S1681,1.6282299152164365e-05,5.973101443453714e-07,2.3560663045666458e-08
F0,S1682,1.4907803449078705e-05,5.895259665478086e-07,2.4012071688442333e-08
F0,S1683,8.556907440532839e-06,6.475304767735282e-07,2.342160701237728e-08
F0,S1684,1.3038442673890785e-05,5.567910539092092e-07,2.187443118870481e-08
F0,S1685,1.6747635936422026e-05,7.110793368088075e-07,2.3020381817203553e-08
F0,S1686,1.7154041035258266e-05,6.181546805844935e-07,2.3991721809095143e-08
F0,S1687,4.1789184424283485,8.250530013585695e-07,7.774868196642113e-08
F0,S1688,2.1719859141515177e-05,6.070300100919198e-07,2.213950866880712e-08
F0,S1689,1.1675514888243025e-05,6.726194282914362e-07,2.3400531045280725e-08
F0,S1690,1.6494505004491917e-05,5.591960767078892e-07,2.1624387557361788e-08
F0,S1691,1.0965421054982973e-05,5.79870952367607e-07,2.224773093556456e-08
F0,S1692,2.047045655195402e-05,5.645656494869908e-07,2.18515121593986e-08
F0,S1693,1.8930159818371397e-05,5.933571637331769e-07,2.5275813591922255e-08
F0,S1694,1.4783307741155024e-05,8.020256703293862e-07,2.597077732369305e-08
F0,S1695,2.610046868377597e-05,6.18537145386639e-07,2.6562648133122823e-08
F0,S1696,8.559448116413045e-06,6.043426572995404e-07,2.255371712233509e-08
F0,S1697,1.6008288459741377e-05,6.137573157727194e-07,2.301011355357004e-08
F0,S1698,1.4222422798231454e-05,5.83255049983234e-07,2.2528334408917635e-08
F0,S1699,1.739020129224651e-05,6.438588575947657e-07,2.3199728983919962e-08
F0,S1700,2.44935540971243e-05,6.509100917337154e-07,2.477446821660881e-08
F0,S1701,1.4435840893465033e-05,5.804700246845056e-07,2.3566396199269154e-08
F0,S1702,1.5601368610149547e-05,6.137841968322074e-07,2.367339712010333e-08
F0,S1703,1.8808732900057565e-05,6.364295823810972e-07,2.4933324209737818e-08
F0,S1704,1.825915604337807e-05,6.246647476038226e-07,2.6771073608015697e-08
F0,S1705,1.5889264195870073e-05,7.14271993263798e-07,2.5187157892080912e-08
F0,S1706,8.789544986340055e-06,6.959255621479697e-07,2.3775357550913608e-08
F0,S1707,8.560389979245971e-06,6.453852111053942e-07,2.26585674987661e-08
F0,S1708,2.549325638547008e-05,2.2220967067399338,2.4053415656833667e-06
F0,S1709,1.6372567287535806e-05,6.102506027270586e-07,2.421710521859e-08
F0,S1710,8.553436959128598e-06,9.393293290846077e-07,2.659315704571732e-08
F0,S1711,1.310767831380543e-05,5.647680491660936e-07,2.245027164381086e-08
F0,S1712,8.608185920846033e-06,5.958485203074309e-07,2.282878821638904e-08
F0,S1713,1.0133141606388285e-05,6.625311475359594e-07,2.600122480178099e-08
F0,S1714,1.0237836027137801e-05,5.784060427338917e-07,2.2303755685729032e-08
F0,S1715,1.4843797240419968e-05,6.244114087660879e-07,2.2595040476204263e-08
F0,S1716,1.4910384614295239e-05,5.642656645358229e-07,2.188789864674026e-08
F0,S1717,9.553371544367683e-06,5.921582834296459e-07,2.250026105277265e-08
F0,S1718,8.982455063306995e-06,6.396542980910725e-07,2.325107958234576e-08
F0,S1719,1.2107500852877726e-05,6.531122858136816e-07,2.5048357450802345e-08
F0,S1720,1.0746856708542693e-05,6.135000429586638e-07,2.352936963140971e-08
F0,S1721,2.4239818043851472e-05,8.277473668158775e-07,5.5603071616333046e-08
F0,S1722,1.2525951880605585e-05,6.23149265906052e-07,2.301652616359054e-08
F0,S1723,8.932453813002517e-06,5.741402882853972e-07,2.241936432506461e-08
F0,S1724,9.863031530494087,19.79044918887147,19.73843764050281
F0,S1725,1.0654936350561508e-05,6.022476346328871e-07,2.2738892561831585e-08
F0,S1726,1.2582578692186587e-05,6.570749239083288e-07,2.4673047093758372e-08
