,,W0,W1,W2,W3,W4,W5
F0,S750,4.2269511721381526e-08,1.1741509705364804e-07,2.241600642379683e-09,2.179117665464628e-07,9.221692303085234e-09,9.570318058866912e-09
F0,S751,4.026687048734317e-08,1.0499114843706537e-07,1.5295456594423337e-09,1.7394373917919058e-07,5.627884665872615e-09,7.416949983503998e-09
F0,S752,4.528081715378792e-08,1.0277019540000136e-07,1.4696395281666845e-09,1.6390291769365413e-07,4.42231234520154e-09,7.1820913132267515e-09
F0,S753,4.7726589601458064e-08,1.0650950216261034e-07,1.4666113403889144e-09,1.6838884176837013e-07,3.849540713648936e-09,6.789203951183681e-09
F0,S754,4.270741693606326e-08,1.0785017386961286e-07,1.5031077396534862e-09,1.4857210843850698e-07,4.816478679924591e-09,8.183897918801113e-09
F0,S755,4.8704745922050976e-08,1.1315772232190309e-07,2.2304413277978243e-09,1.395646158398882e-07,7.27629065013661e-09,7.920740022243616e-09
F0,S756,5.090679204924869e-08,1.2432834879650922e-07,1.4240301472872886e-09,1.8983481406545025e-07,3.225809872352435e-09,6.5653284778285545e-09
F0,S757,3.8656447519271867e-08,1.0833542312625848e-07,1.5748981858771577e-09,1.4247468970902033e-07,7.174368081149153e-09,7.746919745193803e-09
F0,S758,4.0652764525873115,1.2013260567285876e-07,0.724166390509095,5.95418309116826e-07,1.1079212110622922e-08,2.5688802764749674e-08
F0,S759,4.426607994672874e-08,1.0769879097909791e-07,2.6611935474860235e-09,1.7048679978258517e-07,4.449235251767771e-09,7.216611212290686e-09
F0,S760,4.732181613623775e-08,1.1302197797274569e-07,1.4502960191069798e-09,1.7857618426859947e-07,3.994734062649183e-09,6.896151973365163e-09
F0,S761,3.7426697156474164e-08,1.0723335437714931e-07,1.6101869606044423e-09,1.5436034857491377e-07,9.796195785175054e-09,8.61922367869898e-09
F0,S762,4.513733475090577e-08,1.0839921261775115e-07,1.472865268077638e-09,1.750083603384092e-07,8.331085474873647e-09,7.763628420165997e-09
F0,S763,5.949367022336931e-08,1.178449759108779e-07,3.3824055588512366e-09,2.861941589863615e-07,3.766042487748175e-08,1.0863478245929426e-08
F0,S764,3.7600730984420884e-08,1.1702142252737193e-07,1.518833263471269e-09,1.7067551846269745e-07,4.24033961492836e-09,6.745204735640301e-09
F0,S765,4.7116044285861904e-08,1.197140425678993e-07,1.4592919253138175e-09,1.9033921311204454e-07,3.3299153568082823e-09,6.5822840834705055e-09
F0,S766,4.321039591649403e-08,1.0769145238833063e-07,2.251677180531094e-09,3.6382672560026745e-07,1.7911244280890243e-08,3.130903980899014e-08
F0,S767,4.6387629426616014e-08,1.1752024021619367e-07,1.4579339312098235e-09,1.9514145547198658e-07,3.637420208628855e-09,6.582081379962052e-09
F0,S768,3.815154125348596e-08,1.0835910433693255e-07,1.6608558893233277e-09,1.472081444444418e-07,7.529136410608027e-09,8.076490744890619e-09
F0,S769,4.893616062112448e-08,1.0772995146242469e-07,4.248685285931822e-09,1.636130066276064e-07,7.690563130528626e-09,9.086204245083703e-09
F0,S770,4.280987265078055e-08,1.066690246698342e-07,1.978798896715373e-09,1.6849005207927387e-07,5.402791924168783e-09,7.475146146772394e-09
F0,S771,3.75071973510488e-08,1.078774110198076e-07,1.6432388462162871e-09,1.7355712537196168e-07,4.9481932458927375e-09,7.841890495899472e-09
F0,S772,4.816188274996594e-08,1.2269521336795956e-07,1.4494158176039274e-09,1.7590518343604053e-07,3.032615127096556e-09,6.567112462458043e-09
F0,S773,9.603340440200388e-08,2.11242939104271e-07,5.713532735991043e-09,2.7462737240191593e-07,1.7055362866097008e-08,2.318412674481927e-08
F0,S774,4.1113555632719696e-08,1.0756206230697417e-07,1.5220243326521643e-09,1.629751357727503e-07,1.0419187202459278e-08,8.389944136362936e-09
F0,S775,3.719264550644561e-08,1.0708794508106571e-07,1.630492332656147e-09,1.584186358766239e-07,4.915432510686481e-09,7.306284802690634e-09
F0,S776,3.871900784703246e-08,1.1564691558676406e-07,1.5421163943524311e-09,1.6626575936636935e-07,5.098305288056905e-09,7.4463823744757445e-09
F0,S777,3.8305447703918305e-08,1.083733113891991e-07,1.5490811027323793e-09,1.5575361140134075e-07,7.002946780148481e-09,9.06634460784662e-09
F0,S778,3.790314495449461e-08,1.0591826702818342e-07,1.7291516184626939e-09,1.69530374509999e-07,6.7131981044274625e-09,7.306335078578196e-09
F0,S779,3.952725835705117e-08,1.0859609626755765e-07,1.5542761942593543e-09,1.738422314565636e-07,4.129233182593965e-09,6.885232389179559e-09
F0,S780,4.133336150178527e-08,1.0402359461776397e-07,1.9553043869260587e-09,1.6666878450176456e-07,4.668654160077154e-09,7.070370899801114e-09
F0,S781,4.767890405544382e-08,1.1949587779637363e-07,1.4481776002435862e-09,1.9645949712182883e-07,3.182360392136375e-09,6.513199709747824e-09
F0,S782,4.0628696954536505e-08,1.1606403541620976e-07,1.5448156593228294e-09,1.5579490071678957e-07,3.967896928920241e-09,7.3352396084445755e-09
F0,S783,3.961057819667216e-08,1.9189353045656248e-07,1.806598642430298e-09,5.361077796086948e-07,2.5823154340606826e-08,3.260051285736018e-08
F0,S784,4.318735381051097e-08,1.0887475368881976e-07,1.5199367743792353e-09,1.6880916252608514e-07,5.572148065877656e-09,7.17793340073046e-09
F0,S785,4.180133622973705e-08,1.0554355857634573e-07,1.5304193247446355e-09,1.5224988997217343e-07,6.4380471902533396e-09,7.255794134266658e-09
F0,S786,4.252004273516673e-08,1.065181688817707e-07,1.5029629604381027e-09,1.7524859197336964e-07,6.587261681920463e-09,7.5830461854392e-09
F0,S787,4.217406667933341e-08,1.1646772735936352e-07,1.5009374366631236e-09,1.9178028378056583e-07,3.796453735628399e-09,6.677627883575186e-09
F0,S788,3.7105840222236005e-08,1.0953842056669945e-07,1.618153978502024e-09,1.588886957678686e-07,4.676932024995211e-09,7.809720259813202e-09
F0,S789,3.8878942520673815e-08,1.0701993963049838e-07,1.6043884772137357e-09,1.4874797817618796e-07,5.875556028194073e-09,8.315241131412368e-09
F0,S790,4.2965715974235525e-08,1.0500405740837632e-07,1.4781282648212911e-09,1.7534158360401044e-07,3.651052721194069e-09,6.724236129711313e-09
F0,S791,3.8732893329593135e-08,1.031969321395964e-07,1.5624050829269143e-09,1.7286657156831958e-07,3.893702520452417e-09,6.705837509153912e-09
F0,S792,4.3331796645004176e-08,1.0248128713801796e-07,2.285785778399146e-09,1.763815466944729e-07,4.6190992662938385e-09,7.0641029934856675e-09
F0,S793,10.318127132298251,1.0847923316877031e-07,9.480952723861373e-08,1.7346152151630306e-07,8.222640341911349e-09,8.763094942992235e-09
F0,S794,1.6914981504453982e-07,1.0488899488073884e-07,1.2971365371576696e-08,1.7188988776718477e-07,9.137980015924644e-09,8.189122079482277e-09
F0,S795,4.4196099796726326e-08,1.1722174740558567e-07,1.482872429680179e-09,1.8608824657987853e-07,4.223326424602445e-09,6.810725705735902e-09
F0,S796,4.10581880655225e-08,1.0790651430651406e-07,1.5201351992478728e-09,1.7668367099591033e-07,6.333251226121176e-09,7.259822336538713e-09
F0,S797,5.012303203295527e-08,1.0727172401479593e-07,3.143046259801927e-09,1.7781629934542407e-07,6.044679497462471e-09,8.338724642064918e-09
F0,S798,3.970194777139501e-08,1.0369476360837293e-07,1.7868303522958851e-09,1.528759089483104e-07,4.386853220427904e-09,7.210410436742554e-09
F0,S799,4.2245138327809853e-08,1.081696602042838e-07,1.9375278282383076e-09,1.3573304138407177e-07,5.872708746465311e-09,7.606150528340959e-09
F1,S800,4.563457159526966e-08,1.1547518391928964e-07,1.986453557824972e-09,1.459694600115589e-07,4.101595849498284e-09,7.2359893732011474e-09
F1,S801,3.8452445955765765e-08,1.1686522774953152e-07,1.4894697403271054e-09,1.8154632281878705e-07,5.741510063052311e-09,7.20501299667769e-09
F1,S802,3.9833568204910875e-08,1.1578571742139378e-07,1.5159836731893636e-09,1.5147175784337198e-07,5.50768788272073e-09,7.24644096885259e-09
F1,S803,7.921598190057413e-08,1.5198237983426362e-07,2.932443811870653e-09,3.19655908867091e-07,9.133792641449993e-09,1.1508552333298288e-08
F1,S804,4.232721657064604e-08,1.2594189859855255e-07,1.460179742669679e-09,1.780772776839549e-07,3.357576792660443e-09,6.6374671326639026e-09
F1,S805,4.0191866217394014e-08,1.2584519141577483e-07,4.733135211769072e-09,1.5225700085131235e-07,6.794260786333245e-09,8.125025617194749e-09
F1,S806,3.857590277432443e-08,1.0508022950005408e-07,1.6436670808225713e-09,1.3937523291888658e-07,6.409226743098721e-09,7.63894190855388e-09
F1,S807,4.060843182546372e-08,1.0840493530808487e-07,1.6469546389658631e-09,1.816429714783796e-07,3.682162790880788e-09,6.648748126403541e-09
F1,S808,0.12478108471431727,1.0311404415336586e-07,2.717383435627477e-09,1.49004490561057e-07,3.111708089395574e-08,8.617256987700916e-09
F1,S809,3.648428207028586e-08,1.0515569914703273e-07,1.6175874056267913e-09,1.3253172762443325e-07,7.734545001450969e-09,8.17155998829224e-09
F1,S810,5.348552583873714e-08,1.0494820457521113e-07,1.73969388585243e-09,2.1334102630238213e-07,3.0040432053510984e-08,1.2235838900328658e-08
F1,S811,3.961583065330578e-08,1.146059955613626e-07,1.5171844157303006e-09,1.6166792451627196e-07,5.453206429374031e-09,7.1496482383811364e-09
F1,S812,5.0586964337316594e-08,1.1584358603591792e-07,1.6428310318284739e-09,1.5345042456434194e-07,7.721984499505134e-09,7.6826981136558e-09
F1,S813,4.647263191567639e-08,1.15626083582249e-07,1.513312138500687e-09,1.8763156170818674e-07,3.91644151265625e-09,6.957332710478168e-09
F1,S814,2.7320601659792426e-07,1.080967173349992e-07,2.0144412180717994e-09,3.3728294450240024,2.7608158415372204,8.420747194664456
F1,S815,4.011465694651309e-08,1.2005705383848316e-07,1.5430635065054346e-09,1.503206555769316e-07,4.819617301073027e-09,7.164597764608245e-09
F1,S816,3.987846462196918e-08,1.042568697462305e-07,1.572838009803168e-09,1.601135424949663e-07,4.9216911285896385e-09,7.338630731179307e-09
F1,S817,3.666124376503151e-08,2.869450512917311e-07,9.141022268168465e-09,1.7163607019405787e-07,7.549460528767384e-09,7.492101190828907e-09
F1,S818,4.0597939594035893e-08,1.217170040109772e-07,1.4545759754297089e-09,1.9760858658655077e-07,4.0869835259134594e-09,6.57216328714807e-09
F1,S819,3.873364696480428e-08,1.1595472229110761e-07,1.5004183225204225e-09,1.4606025902709795e-07,6.949586603134822e-09,7.621133786840677e-09
F1,S820,2.5929824436936952,47.0073009567837,22.2091289532389,5.011191450981342,4.8818943729507344e-08,0.03205435597337939
F1,S821,4.452022893660017e-08,1.1935757674044012e-07,1.4625978433465416e-09,1.879973082059245e-07,3.1408762655527397e-09,6.5776386484325705e-09
F1,S822,3.9727757377928124e-08,1.0532160931301174e-07,1.7355240728969322e-09,1.3469283194239257e-07,6.100543350666008e-09,7.641640624457257e-09
F1,S823,4.189940316787154e-08,1.0266809491138246e-07,1.6647107139042116e-09,1.3762735304255097e-07,7.553773508100351e-09,7.668709274508157e-09
F1,S824,4.424171188653151e-08,1.080009702614276e-07,1.9779225698714936e-09,1.3678420123204897e-07,8.925040144673519e-09,7.709890968867363e-09
F1,S825,3.9114964842274956e-08,1.121623792762413e-07,1.5608981156010179e-09,1.3670027128457568e-07,6.69216439462022e-09,7.94094452452288e-09
F1,S826,3.669087939448252e-08,1.1580008954060358e-07,1.5104401027710743e-09,1.801648761515865e-07,4.8344370992834416e-09,7.0668607361934514e-09
F1,S827,4.446028161652419e-08,1.079309768022178e-07,1.6140489735610915e-09,1.859530380198588e-07,4.2680505521336885e-09,6.706966585398224e-09
F1,S828,6.15884461173153e-08,1.1530563501687971e-07,1.5674685577225259e-09,1.5500467040125285e-07,7.206072345878056e-09,7.323541005433614e-09
F1,S829,4.091639911625479e-08,1.1596150664295441e-07,1.5118356690033307e-09,2.6373430094105723e-07,6.3307041811208025e-09,7.99813488817723e-09
F1,S830,3.683901611578616e-08,1.0133571080766834e-07,1.5698864564061184e-09,1.5199425977186406e-07,4.792473845285074e-09,7.17859603209232e-09
F1,S831,2.027154332183265,1.0930954697418118e-07,2.116201072536137e-08,1.615118150418644e-07,1.6504429342401976e-08,9.324302185267609e-09
F1,S832,4.440405506647889e-08,1.1637926672455473e-07,1.5585704719573698e-09,1.5986432308901246e-07,3.6307837437900145e-09,6.711811774782075e-09
F1,S833,4.44532413496908e-08,1.1546477451456761e-07,1.654407912783119e-09,1.5289258133222372e-07,4.06582401235086e-09,6.9307330289516716e-09
F1,S834,3.885506720404775e-08,1.1513876690124652e-07,1.525472211922361e-09,1.579076579441496e-07,7.122538170417628e-09,8.52269508535962e-09
F1,S835,3.67646952983808e-08,1.2215181235389296e-07,1.4506327198943718e-09,1.847110841237385e-07,4.866448972882975e-09,6.921646641950706e-09
F1,S836,4.4162456602431877e-08,1.0443106887056962e-07,1.5744875294865497e-09,1.6698476749619456e-07,7.337201884703369e-09,7.50446174308235e-09
F1,S837,4.05334421538507e-08,1.1968855564545163e-07,1.7691026832625957e-09,1.6471661647779444e-07,5.597176844365474e-09,7.140989166757544e-09
F1,S838,4.3214528220643396e-08,1.1547379525961233e-07,1.5335473380575463e-09,1.5950159712711626e-07,5.284377625432363e-09,7.565305458793543e-09
F1,S839,4.355229505680204e-08,1.1881833677197228e-07,1.4673192314349457e-09,1.759279948543835e-07,3.747436360892883e-09,6.884563596534161e-09
F1,S840,4.022455899427524e-08,1.1817881015185031e-07,1.522414181890331e-09,1.8479268089597807e-07,3.554227820216421e-09,6.638591250781731e-09
F1,S841,3.861177435046646e-08,1.2062099976007753e-07,1.5342376392632398e-09,1.4723564431234458e-07,3.834723830607075e-09,6.87548788989105e-09
F1,S842,3.754016713253464e-08,4.3006935105540724e-07,5.677772658158801e-09,1.5874619185923183e-07,5.199060172378536e-09,7.63006113357651e-09
F1,S843,3.906117313390705e-08,1.0836435723402161e-07,1.86600856475431e-09,1.851071512784118e-07,5.664161068165504e-09,6.785678022334678e-09
F1,S844,4.773525666263455e-08,1.016935233155958e-07,1.642282102431738e-09,2.7651032769166646,3.458371264461675e-08,3.91638598011762e-08
F1,S845,3.8926887967541584e-08,1.153569787503989e-07,1.511952858212963e-09,1.890551675650372e-07,6.721022747985337e-09,7.75578863266648e-09
F1,S846,4.4410373005106505e-08,1.0567100233398963e-07,1.685622010228279e-09,2.1455108452078665e-07,8.22538401010426e-09,1.0365758278183186e-08
F1,S847,3.7058420885179395e-08,1.2367137092320716e-07,1.4656354608487206e-09,1.8984968925517157e-07,5.081725685730727e-09,6.817803001286012e-09
F1,S848,4.0845873463754115e-08,1.1707346087838552e-07,1.6189313663150264e-09,1.741134943518416e-07,4.040037975816912e-09,6.992747622866047e-09
F1,S849,4.0714954313060085e-08,1.1050010279320128e-07,1.5131220068586099e-09,1.8284085329106578e-07,6.058142105221773e-09,7.507036141958916e-09
F1,S850,4.435961551031112e-08,1.227753655625266e-07,1.5280448294903677e-09,1.909151682626423e-07,3.951737631316449e-09,6.652295483088785e-09
F1,S851,4.984857567486426e-08,1.0686906228638761e-07,1.5682479536859044e-09,1.5300562326933675e-07,8.999381889876485e-09,7.719684406650707e-09
F1,S852,3.9631670366884494e-08,1.2837415643360373e-07,2.242376143024304e-09,1.5517260146813056e-07,4.6953026950462e-09,7.60769502717557e-09
F1,S853,7.320892165055874e-08,1.0681488119181933e-07,4.297959924047099e-09,2.522691702496009e-07,2.1848498019571707e-08,1.116379001270126e-08
F1,S854,4.3664532399328e-08,1.1612640233659475e-07,1.5121856598196178e-09,1.925090523658411e-07,4.317713071998815e-09,6.7695690519237065e-09
F1,S855,4.118726079138063e-08,1.0832869315992545e-07,1.6971389782878974e-09,1.714937223115233e-07,4.265671912487243e-09,6.926946333111729e-09
F1,S856,4.0518524036155986e-08,1.2063188276223758e-07,1.5315456762169138e-09,1.4974196424192324e-07,4.3803648042954784e-09,7.027778515304554e-09
F1,S857,4.220870457013086e-08,1.2910120491751375e-07,2.978042002323518e-09,1.7901005027781752e-07,4.909904886226364e-09,6.963994278182068e-09
F1,S858,4.061443795829794e-08,1.0822448321398127e-07,1.668930883849937e-09,1.7365500896730676e-07,4.086464066758681e-09,6.880682563489873e-09
F1,S859,3.920997223711974e-08,1.1665571072583699e-07,1.4818225726073682e-09,1.8519416605757109e-07,1.3824062358776078e-08,7.662578091154708e-09
F1,S860,3.7196967466712346e-08,1.041761636132282e-07,1.6622612481111885e-09,1.7866310152298658e-07,6.001949523621651e-09,7.085902570775926e-09
F1,S861,3.978888936378155e-08,1.1731475934290488e-07,1.501758455321218e-09,1.458149394600948e-07,6.6088794928742066e-09,7.828362920867794e-09
F1,S862,4.015890348673792e-08,1.167333850679636e-07,1.5154658140638154e-09,1.3806573326534286e-07,6.055530531580596e-09,7.120672975604676e-09
F1,S863,4.373223165604001e-08,1.1708668537300565e-07,1.49341569665239e-09,1.9019217377175025e-07,4.026691364014393e-09,6.7875055556006965e-09
F1,S864,4.359410855941556e-08,1.1523417129925379e-07,1.512917961012168e-09,1.6894356915134936e-07,5.461383057211748e-09,7.190659763171353e-09
F1,S865,3.9119292540396063e-08,1.0951279737642196e-07,1.4818027485578613e-09,1.4222632911458063e-07,8.418960573358881e-09,9.53507265865988e-09
F1,S866,6.1735178625903e-08,1.0155748771623123e-07,1.6832044367204237e-09,1.6761929419758777e-07,2.3982446930555864e-08,1.5388616330023256e-08
F1,S867,4.436873675909125e-08,1.1549845677457005e-07,1.658807934239281e-09,1.6808889521711824e-07,5.484061124017486e-09,7.618203528511795e-09
F1,S868,1.4973378825414584e-07,1.0246358352770814e-07,1.7880031478953816e-09,1.809972610765369e-07,1.2143377830877713,1.9599997286921689
F1,S869,4.403327609229605e-08,1.1912067775953469e-07,1.564610045565602e-09,1.427692555138127e-07,5.023506866422193e-09,7.157387807965943e-09
F1,S870,4.186380265951169e-08,1.1301414976200371e-07,1.5416323866952886e-09,1.8838194578130648e-07,4.498821081491571e-09,6.8774492137826805e-09
F1,S871,3.738296894178528e-08,1.165792277447704e-07,1.4802501324100065e-09,1.9465764531368884e-07,3.80053468132715e-09,6.76561316061919e-09
F1,S872,4.220748110800913e-08,1.166146069587623e-07,1.4851631051960124e-09,1.8104858078630112e-07,4.3738954588197295e-09,7.257225561626594e-09
F1,S873,3.9425700485226e-08,1.047064916974191e-07,3.2192417256223065e-09,1.5486095175387333e-07,5.603426029995713e-09,7.075929481554183e-09
F1,S874,3.7881285449291814e-08,1.1553398468100504e-07,1.5145788539177704e-09,1.5157769396552288e-07,5.447704967669492e-09,7.013656912190238e-09
F1,S875,4.1419104320470815e-08,1.0747830674923262e-07,1.6884935887648958e-09,1.8174004574042307e-07,9.859455953078994e-09,8.058608677740114e-09
F1,S876,3.654911251450733e-08,1.0170625658583489e-07,1.5718078085065925e-09,1.718673140076473e-07,5.679419387714527e-09,7.392960853318189e-09
F1,S877,4.401271096998703e-08,1.0795746449253242e-07,2.9047915034797428e-09,1.5737031743638063e-07,5.593433020838637e-09,7.669224612727197e-09
F1,S878,3.676899343739285e-08,1.155123094955584e-07,1.5593076555196765e-09,1.8756655323825025e-07,5.256136835082125e-09,6.798513916386007e-09
F1,S879,4.14578653876626e-08,1.2056594935672985e-07,1.4693577668597025e-09,1.853020947915826e-07,3.8399342901824875e-09,6.718158765440894e-09
F1,S880,4.3026444385642415e-08,1.1741453355515712e-07,1.5526132950842028e-09,1.7488585385842797e-07,5.661720421548092e-09,6.9073049858310296e-09
F1,S881,4.4940171131704685e-08,1.2571606894598436e-07,1.4381064333980023e-09,1.9632478737322903e-07,4.279891717354327e-09,6.582405188206907e-09
F1,S882,4.300247383666126e-08,1.0700275439049471e-07,1.5923881447512852e-09,1.3470919518221692e-07,1.1573222413571771e-08,7.7249667808122e-09
F1,S883,4.3171336917355056e-08,1.0764178503013974e-07,1.9337993942556594e-09,2.698925557493705e-07,8.445308004326543e-08,1.7167257491926415e-08
F1,S884,4.436829974689855e-08,1.0643800834676043e-07,1.5714088138750942e-09,1.3980661477741018e-07,1.7057345832555215e-08,1.1973081928093908e-08
F1,S885,3.864440673373526e-08,1.1743972885265253e-07,1.4979261616762073e-09,1.482506100272139e-07,3.9188073216204655e-09,6.922991456692926e-09
F1,S886,4.054350048140229e-08,1.2333177874815956e-07,1.4493313223415716e-09,1.9470690088336352e-07,4.606725235097066e-09,6.6301966893230714e-09
F1,S887,3.853154293022443e-08,1.1835230847082229e-07,2.0742981942455477e-09,1.755309966296141e-07,4.4656860962266156e-09,6.889776084706871e-09
F1,S888,3.8788163075497475e-08,1.0277111760924706e-07,1.623958824343724e-09,1.4420636804249964e-07,1.3628630325893434e-08,1.005977745404484e-08
F1,S889,3.901277901942689e-08,1.0635000312653895e-07,1.5590405666852349e-09,1.7615422653792675e-07,7.256485745574888e-09,7.860817726422458e-09
F1,S890,5.723536267549189e-08,1.5193467170003767e-07,1.3530811625910417e-08,2.6636196873699347e-07,8.2671649798082e-09,9.216247738003279e-09
F1,S891,3.9215035646863404e-08,1.1561200612271784e-07,1.5296137481309153e-09,1.6452523941969397e-07,8.588025409224767e-09,7.586386349587446e-09
F1,S892,3.727876089830971e-08,1.0114136037707728e-07,1.5867276779755834e-09,1.7395110970435283e-07,1.8488433899767547e-08,1.3862179629712127e-08
F1,S893,4.4237681831593326e-08,1.0434848210099831e-07,1.58675853209452e-09,1.5507223509935769e-07,7.275733223865065e-09,7.590389627595479e-09
F1,S894,4.3249757578452265e-08,1.0795756867435027e-07,1.6147757843336122e-09,4.908521690305169e-07,8.247195657145841e-09,1.2386181085181712e-08
F1,S895,4.235472903076762e-08,1.2057128137983034e-07,1.4477739948266943e-09,1.870332044672424e-07,4.766540277545732e-09,6.8410549898342696e-09
F1,S896,4.522460531528959e-08,1.1804780698327429e-07,1.463028884971322e-09,1.7699454126420446e-07,3.2134010303304863e-09,6.718801053429961e-09
F1,S897,3.9491651477242e-08,1.0694900745166452e-07,1.527699039370006e-09,1.7173261386724622e-07,7.0468005098563205e-09,7.63463021309399e-09
F1,S898,1.0418820384293463e-07,1.0402280091007068e-07,1.6837896328328891e-09,2.0893042147831701e-07,1.3405206516041088e-08,9.198609518980344e-09
F1,S899,4.090253160065191e-08,1.1578352678150639e-07,1.5309993305897685e-09,1.7305472009424809e-07,7.126397563085356e-09,7.008161880593474e-09
F1,S900,4.117763046860819e-08,1.0378788326660226e-07,1.4824616513554826e-09,1.9568965844268634e-07,4.954326595282679e-09,7.5712411844467e-09
F1,S901,4.806711863811566e-08,1.1179045048029125e-07,1.6665494200693952e-09,1.4597615687826852e-07,4.877864625123362e-09,7.258657524983082e-09
F1,S902,4.4502368654936564e-08,1.0663907604155254e-07,1.797409508881123e-09,3.4468096896682877e-07,2.5382506277750373e-08,2.3403618411714135e-08
F1,S903,8.042712538890929e-08,1.0837583039951852e-07,2.7462445611015484e-09,1.7790126847609087e-07,1.194834498200288e-08,1.0887212745033079e-08
F1,S904,3.883719332448106e-08,1.159740079247929e-07,1.5081067197072872e-09,2.359909425870884e-07,6.309844869120642e-09,7.919643210196106e-09
F1,S905,3.886489686002975e-08,1.0171490943459123e-07,1.6028740314450225e-09,1.6464327283704527e-07,5.693223804764869e-09,7.135441928267671e-09
F1,S906,3.7886404410354974e-08,1.1632713584725964e-07,1.516920049443172e-09,1.8116967591569334e-07,5.184779150688329e-09,6.888829496789018e-09
F1,S907,4.424407368029404e-08,1.0475910725261431e-07,1.6622589435014113e-09,1.6064037165249982e-07,7.753798958277715e-09,7.538001415852655e-09
F1,S908,3.659338702061125e-08,1.0299590570339868e-07,1.6083520241648346e-09,1.635993752664671e-07,4.8660397988624155e-09,7.339742250671966e-09
F1,S909,4.0687645534357e-08,1.1915499841810237e-07,1.470718728593866e-09,1.9955357138981544e-07,3.5659491899484005e-09,6.494363366532258e-09
F1,S910,4.715824784544764e-08,1.1727268569195331e-07,1.467785997111233e-09,1.8209536480276776e-07,4.36924041338746e-09,6.758020191653792e-09
F1,S911,1.5448928814016192e-07,1.0449208008233962e-07,4.161906760704506e-09,2.0325862934789294,1.2025933439597594e-08,2.6516245380247505e-08
F1,S912,4.1113172172979825e-08,1.0555861447272717e-07,1.7419528454203626e-09,1.455337409252658e-07,5.805850286921382e-09,7.154176258568632e-09
F1,S913,4.276104829081728e-08,6.432360095330414e-06,2.114202344112211e-07,1.425267573723236e-07,7.516626714020209e-09,1.2577318622623333e-08
F1,S914,3.728106877662404e-08,1.0471991586046584e-07,1.8128404851164297e-09,1.5533725637089795e-07,5.1235532239942315e-09,7.2808690800361634e-09
F1,S915,4.920121233636875e-08,5.011350370682775e-07,4.267043776581756e-09,2.3120804887197577e-07,1.1059200782779214e-08,1.1962330935945558e-08
F1,S916,3.805447508476898e-08,1.1118368004014801e-07,1.523018369842357e-09,1.7980890431766418e-07,5.491848001410084e-09,7.899317507211363e-09
F1,S917,4.071226540366327e-08,2.017786232332063e-07,2.8675383090369355e-09,9.031269531139824e-07,5.688554573658373,9.23807232620797
F1,S918,3.928227894533396e-08,1.0553304134233325e-07,1.7347358242604667e-09,1.4220441431547198e-07,6.8191882608403344e-09,7.408496790038729e-09
F1,S919,3.7363589120905305e-08,1.178186248030612e-07,1.4895483927057483e-09,1.7055049439072758e-07,1.7665356132984352e-08,7.926033149014539e-09
F1,S920,4.6355015005694585e-08,1.0718175315443579e-07,1.4964278358638755e-09,1.7858239093302626e-07,5.110422557303756e-09,6.751929107085098e-09
F1,S921,4.0583101978773764e-08,1.0473596473150833e-07,1.5463395131046737e-09,1.7977735599446385e-07,5.651741435783716e-09,7.628768790130282e-09
F1,S922,5.060437504882546e-08,1.157655787074313e-07,1.6267244826889262e-09,1.7686493009688254e-07,5.552615574137778e-09,7.222161079298446e-09
F1,S923,2.48803593195366e-07,1.107146761544768e-07,1.7899350287772917e-09,1.981027287323992e-07,1.490264392526536e-08,9.483805217298373e-09
F1,S924,3.7198336892299296e-08,1.137118872348649e-07,2.0609186208374736e-09,1.5690427402258325e-07,7.474369501995687e-09,7.71874388058541e-09
F1,S925,4.437064715100276e-08,1.0716233937557891e-07,1.7942526646352864e-09,1.5077774338777411e-07,1.0978327701623416e-08,9.323950474573514e-09
F1,S926,4.376437688407734e-08,1.2551183125917312e-07,1.4402909126812897e-09,1.8710801343725196e-07,3.4817177900060857e-09,6.573049451687684e-09
F1,S927,4.3297141891667364e-08,1.1685667668665564e-07,1.498796230785964e-09,1.872683878482613e-07,3.9290412878559934e-09,6.614439923298357e-09
F1,S928,3.662317860866502e-08,1.1553029145082513e-07,1.5236040113931463e-09,1.597422030515551e-07,5.1621862388050004e-09,7.036041042553993e-09
F1,S929,3.7936045664955527e-08,1.3532521858456526e-07,2.5319202028558346e-09,1.4578005695707536e-07,6.9334894849548515e-09,7.862109739248099e-09
F1,S930,4.195914471077894e-08,1.1070634412679808e-07,1.5307834452454697e-09,1.6650432995422899e-07,4.646095384919489e-09,6.908344906024343e-09
F1,S931,4.42049797650337e-08,1.0369677055147446e-07,1.671904528704698e-09,1.949200765546128e-07,9.483508014794017e-09,1.0698160944197042e-08
F1,S932,0.41896469526600744,1.0356878572315775e-07,2.9283193187953863e-09,1.6100034728422827e-07,6.382282175643687e-09,8.400716627868505e-09
F1,S933,4.232541841619176e-08,1.0881644226643149e-07,2.0106959478644104e-09,1.4126212352456013e-07,4.614165487420163e-09,7.404855918368534e-09
F1,S934,8.012206302051205e-08,1.1145647497079435e-07,1.7605437233925037e-09,1.6038694345281756e-07,6.620143029284067e-09,7.718911213248023e-09
F1,S935,4.560794936959774e-08,1.1744308006840806e-07,1.48223320844867e-09,1.907011929385594e-07,4.244876259523779e-09,6.753978729378844e-09
F1,S936,2.898849047335485e-07,1.0836385251373249e-07,6.6421418303543775e-09,1.3541672952803785e-07,6.902385001114246e-09,7.927192058482611e-09
