,Environment,alpha
W825,Site 3,0.17806968359313646
W826,Site 3,0.9040672466663124
W827,Site 3,0.7611095443687812
W828,Site 3,0.10359356609357127
W829,Site 3,0.4917185488321514
W830,Site 3,0.3754379887478122
W831,Site 3,0.6433750729521323
W832,Site 3,0.3427181631125468
W833,Site 3,0.8942421353292695
W834,Site 3,0.5954694021484769
W835,Site 3,0.9896537244235244
W836,Site 3,0.3615492403523196
W837,Site 3,0.09626369709957527
W838,Site 3,0.3215127096076036
W839,Site 3,0.7272870234669618
W840,Site 3,0.8340664847888515
W841,Site 3,0.8828885906005544
W842,Site 3,0.2630078187117104
W843,Site 3,0.033997499145157706
W844,Site 3,0.9754108478320516
W845,Site 3,0.18853230062102844
W846,Site 3,0.19647242666686304
W847,Site 3,0.08230664562736445
W848,Site 3,0.26490738965826666
W849,Site 3,0.5577864456526402
W850,Site 3,0.9048445605819272
W851,Site 3,0.39463600372037
W852,Site 3,0.24033920655968666
W853,Site 3,0.1940541068220876
W854,Site 3,0.5402091574391656
W855,Site 3,0.9117316579088266
W856,Site 3,0.991724492616216
W857,Site 3,0.5162011907920105
W858,Site 3,0.6652041134492347
W859,Site 3,0.7126330061304174
W860,Site 3,0.9663713855956032
W861,Site 3,0.7418101086926496
W862,Site 3,0.4547762844141836
W863,Site 3,0.09409909288740248
W864,Site 3,0.8714248246473054
W865,Site 3,0.11807682132752972
W866,Site 3,0.4477286189998544
W867,Site 3,0.08961232691270782
W868,Site 3,0.8609534973689127
W869,Site 3,0.18176930453396
W870,Site 3,0.07801907789529072
W871,Site 3,0.7272274259653287
W872,Site 3,0.9935612835379574
W873,Site 3,0.3583576243716932
W874,Site 3,0.6472240756350001
W875,Site 3,0.42493817983488735
W876,Site 3,0.14180630526076654
W877,Site 3,0.2609896347156545
W878,Site 3,0.2148793536743796
W879,Site 3,0.5099275302266902
W880,Site 3,0.9455490999053956
W881,Site 3,0.3311773668366629
W882,Site 3,0.2910798307557905
W883,Site 3,0.7092287929554596
W884,Site 3,0.014675395358275669
W885,Site 3,0.7285774567968476
W886,Site 3,0.649082609341467
W887,Site 3,0.3617453883572848
W888,Site 3,0.12375144199971275
W889,Site 3,0.0977831320928656
W890,Site 3,0.19590502958962674
W891,Site 3,0.8423806905155181
W892,Site 3,0.8623112497825189
W893,Site 3,0.9007613156262564
W894,Site 3,0.9713486889870546
W895,Site 3,0.944770925679466
W896,Site 3,0.7598608470800727
W897,Site 3,0.5011953143605544
W898,Site 3,0.6980624895172794
W899,Site 3,0.8014465724989066
