,,W0,W1,W2,W3,W4,W5
F1,S1018,4.4034105399863786e-08,1.0523958830801708e-07,1.677567438817189e-09,1.407465752551025e-07,8.813030664429719e-09,8.2569628845646e-09
F1,S1019,4.8477001494049054e-08,1.0704739813724137e-07,1.6756189303003696e-09,1.637796697667372e-07,2.0670704675086214e-08,1.2572674725252631e-08
F1,S1020,4.397936409355773e-08,1.0422266259460213e-07,2.7063311969835164e-09,1.803291327043346e-07,4.336843284491305e-09,6.988518160784614e-09
F1,S1021,6.924999502841638e-08,1.0773178848788457e-07,1.155402623837884e-08,2.445600229027778e-07,8.74302001421506e-09,8.12209829496999e-09
F1,S1022,3.8767854447258344e-08,1.0311061699980276e-07,1.6126928900318698e-09,1.7363133384450322e-07,4.772081071638093e-09,7.113297002699284e-09
F1,S1023,5.170033860161327e-08,1.0221199301544476e-07,2.1552812848289004e-09,1.5578914161890278e-07,4.9907518859353464e-09,7.338927492063233e-09
F1,S1024,4.394893880659659e-08,1.296143130204851e-07,5.3115695577114996e-09,1.4833296016158035e-07,5.910602725889288e-09,7.852029025872946e-09
F1,S1025,4.432163091185645e-08,1.179118393705122e-07,1.5657747945406122e-09,1.49878153380955e-07,3.983409243366655e-09,7.01569282414084e-09
F1,S1026,4.4026080762845686e-08,1.135545727316556e-07,1.5635236088298636e-09,1.3554150707387376e-07,8.826319959908798e-09,7.512012428965973e-09
F1,S1027,3.9230553455047965e-08,1.0882025942948892e-07,1.653703366293659e-09,1.4545558722783494e-07,7.38005077507344e-09,9.74065735196574e-09
F1,S1028,3.7360934503322216e-08,1.101246911961682e-07,1.5528716911511191e-09,1.754727009157605e-07,5.207129655471052e-09,7.0559741465829e-09
F1,S1029,4.416296780477296e-08,1.1556988429619134e-07,1.5608587050504858e-09,1.3400427268281276e-07,8.336696394740769e-09,8.248013147445688e-09
F1,S1030,4.389762462500932e-08,1.0258454013001887e-07,2.0707713279187307e-09,1.7146454812290462e-07,4.377865099540121e-09,7.049578572045421e-09
F1,S1031,3.99796172787059e-08,1.0663075606387227e-07,1.545601740374454e-09,1.5413805322237726e-07,6.647116830100704e-09,7.669417601154579e-09
F1,S1032,3.729890952260348e-08,1.0597276058501377e-07,1.9251562565252433e-09,1.3815520070733026e-07,5.127130607172618e-09,7.49695993265484e-09
F1,S1033,5.4243593587434996e-08,1.1334441888964698e-07,1.5821806016938324e-09,1.4192009544498867e-07,1.0801666032025456e-08,1.016301416853918e-08
F1,S1034,3.991035515507252e-08,1.1571235147716286e-07,1.5255181199300125e-09,1.859967162579832e-07,4.919749698793192e-09,6.962441536579423e-09
F1,S1035,4.454674960193526e-08,1.1676680671648092e-07,1.4793624513408371e-09,1.9459230714131766e-07,3.5353001878278868e-09,6.6591634290606005e-09
F1,S1036,5.002962393146127e-08,1.0738573045733084e-07,2.928787848521334e-09,1.6303219463256187e-07,1.030141621046001e-08,7.637984568101671e-09
F1,S1037,4.18470822471986e-08,1.0226029822644793e-07,1.5537516384218651e-09,1.5847178290610092e-07,4.1141513592972445e-09,6.977522694018985e-09
F1,S1038,4.3136908227805774e-08,1.1687335920649836e-07,1.5892842037089573e-09,1.8213020540220627e-07,6.483627037540967e-09,7.06015414269423e-09
F1,S1039,4.4106300281384995e-08,1.1976614791617912e-07,1.5854206255740585e-09,1.590451321467234e-07,5.672061821800913e-09,7.080491650829565e-09
F1,S1040,4.902148995977557e-08,1.1703648191798904e-07,1.5777288647030516e-09,1.658061677521379e-07,5.721236307427135e-09,7.297757508824596e-09
F1,S1041,5.359576733515012e-08,6.706660258916763,1.040733474490932e-07,1.3606981196170794e-06,2.9921360625316287,2.0013735776492227
F1,S1042,3.638150197005552e-08,1.2380305533258008e-07,1.4387465849325345e-09,1.845980600823899e-07,4.2472160042516555e-09,6.839825442363952e-09
F1,S1043,6.635611655416085e-08,1.058552755469509e-07,1.5476572150925982e-09,1.5193377127560706e-07,2.4627871838263644e-08,1.8506763325611024e-08
F1,S1044,1.2998147392472419e-07,1.0987874369555649e-07,1.679364313133582e-09,2.2075802937724372e-07,8.310094023213662e-09,7.899530920691862e-09
F1,S1045,4.6832906451332734e-08,1.0740335151496236e-07,1.5653669061598672e-09,1.8854902273064755e-07,3.1216810524688312e-09,6.489487155133732e-09
F1,S1046,9.757998988288919e-08,8.261834062035026,3.766814267052943e-08,5.260443114309142e-07,1.5230609924976903e-08,1.7370589015755698e-08
F1,S1047,4.0503775878279815e-08,1.10951358157283e-07,1.5392757269823673e-09,2.1499420224317518e-07,1.1611226411150568e-08,9.811551522978874e-09
F1,S1048,1.4482872048226725,0.989696398221386,29.14274860946323,5.795119484484115e-07,1.1912403502260854e-08,1.1705222539156794e-08
F1,S1049,3.7534921461200383e-08,1.198756477546966e-07,1.472199156528151e-09,1.5628245944498613e-07,8.078549210153137e-09,7.355585850317834e-09
F1,S1050,4.181968984645574e-08,1.392910671934378e-07,2.2903182272674152e-09,1.682893192052064e-07,6.9930719214118406e-09,7.861554735113837e-09
F1,S1051,4.1515430000612256e-08,1.1151313539443581e-07,1.6213417004819345e-09,1.5738489687317786e-07,6.0770401272599405e-09,7.604296513274158e-09
F1,S1052,3.761690481780953e-08,1.0268049453664156e-07,1.58813000601047e-09,1.8224156354322984e-07,6.2011636304527755e-09,7.1037055026669054e-09
F1,S1053,4.0541919894364716e-08,1.1831465615979428e-07,1.4642313959323535e-09,1.6530240995752324e-07,4.139700208920219e-09,7.1475798546871526e-09
F1,S1054,3.710118924094551e-08,1.1201888964402146e-07,1.5571676549058947e-09,1.7148935306547106e-07,3.79162810428777e-09,6.681436347131972e-09
F1,S1055,4.0587716945975397e-08,1.1548676778085046e-07,1.4863698954463855e-09,1.8372151295875658e-07,4.906012669202904e-09,7.085350966778013e-09
F1,S1056,4.973968399280963e-08,1.1617136382315233e-07,1.6428811672895848e-09,4.008338626050299e-07,7.07914260027848e-09,1.038873813491538e-08
F1,S1057,4.386749348936034e-08,1.0845588902577451e-07,2.3627977805304083e-09,2.3306689533788014e-07,1.2166351778592514e-08,1.0524052666389533e-08
F1,S1058,1.7281467073995178e-07,1.1583497776765337e-07,1.672584870873194e-09,1.3249616329441196e-07,5.865431100216001e-09,7.459162404385347e-09
F1,S1059,4.2740561589256536e-08,1.0368903214794982e-07,1.6336955025134274e-09,1.6877515678282243e-07,7.799109337844101e-09,7.692429872508547e-09
F1,S1060,3.770370261153e-08,1.725139962494438e-07,2.6258759135062782e-09,2.581339152142336e-07,6.8141177119662356e-09,9.487077884565873e-09
F1,S1061,4.015713085658908e-08,1.0962355042283551e-07,1.5772395528678214e-09,1.4772793437661952e-07,7.705788866558254e-09,7.843366020389721e-09
F1,S1062,4.5085088678400974e-08,1.0142681226386725e-07,1.620714452562684e-09,1.5068500890834805e-07,7.920350956820729e-09,7.993889586396151e-09
F1,S1063,4.432138582181479e-08,1.07564122050895e-07,1.6056758731707878e-09,1.6444700806756596e-07,1.5201909964519858e-08,9.633688121787794e-09
F1,S1064,8.624432321153607e-08,1.0526942321362053e-07,1.7151108711621344e-09,1.5258397685971502e-07,7.630962977523396e-09,9.454161774797724e-09
F1,S1065,3.742030673602026e-08,1.168951357513205e-07,1.5238229523444399e-09,1.6350170896467932e-07,4.597766230340059e-09,7.1014788876913025e-09
F1,S1066,3.743733064066189e-08,1.20745768916917e-07,1.5273896151762874e-09,1.8819696032743767e-07,3.421564785026069e-09,6.671976708741395e-09
F1,S1067,4.7220826148994975e-08,1.0817755814593669e-07,1.6495825224938475e-09,1.8698407210976012e-07,3.7689247797823366e-09,6.7013221797608476e-09
F1,S1068,4.559653652715249e-08,1.0469657391782235e-07,1.915214709137702e-09,1.7674400900751656e-07,8.25543398854413e-09,7.547223670607872e-09
F1,S1069,3.8358630424924217e-08,1.158909940397592e-07,1.533885688887156e-09,1.8438609808567352e-07,3.664685135639436e-09,6.698567996829873e-09
F1,S1070,3.763841828259005e-08,1.0892762986439442e-07,2.4665351214472685e-09,1.3649502265496548e-07,6.7460515742951346e-09,8.004070740233229e-09
F1,S1071,4.3870544239159134e-08,1.200345174764785e-07,1.527820952431766e-09,1.647676237566638e-07,4.956612854506997e-09,6.882906402928749e-09
F1,S1072,4.5319373715036336e-08,1.2131418467283888e-07,1.4527417200546525e-09,1.8916363786227914e-07,4.31401583692098e-09,6.842461389187001e-09
F1,S1073,3.907265820983381e-08,1.0747298343899779e-07,1.6402972530221066e-09,1.3375975015631722e-07,1.1874498704298738e-08,9.358226604501801e-09
F1,S1074,3.7297454138867305e-08,1.1536697133447287e-07,1.507187571257619e-09,1.5804700392732902e-07,6.056188259953094e-09,7.240465175072285e-09
F1,S1075,3.1574041403798923e-07,1.0301454216323023e-07,1.866220646808295e-09,2.5428433085509443e-07,1.3179505915003663e-08,1.188189468640446e-08
F1,S1076,4.160188611948059e-08,2.1392917012850786e-07,5.3041123936123485e-09,1.418324950989011e-07,6.695089587358927e-09,7.694197177335942e-09
F1,S1077,3.711824946425457e-08,1.0822487676844046e-07,1.6863905520406589e-09,1.9324827263126726e-07,5.441631640336495e-09,6.809831352160959e-09
F1,S1078,4.139849117325707e-08,1.1632629440387393e-07,1.6488782769501882e-09,1.3860247094493976e-07,1.0001852686605564e-08,9.434379512226e-09
F1,S1079,4.2042267893155846e-08,1.0172675880920359e-07,1.6397527623412147e-09,1.4640604219581092e-07,5.646354661794085e-09,7.4377695501752195e-09
F1,S1080,4.404421652491241e-08,1.044626609277952e-07,1.611848177992102e-09,1.5924804194990628e-07,7.590942752040324e-09,7.515217534350192e-09
F1,S1081,4.9026090936888857e-08,1.332302886915992e-07,1.4144117863307114e-09,2.0074947601787396e-07,3.1194342466292733e-09,6.387031022943866e-09
F1,S1082,4.08196407317917e-08,1.0642115141071443e-07,1.738127407534713e-09,1.6134798160329525e-07,3.0754983886839814e-08,2.423443325169732e-08
F1,S1083,3.8393569579739926e-08,1.0495197519537123e-07,1.5424265746480164e-09,1.7329550258149636e-07,9.242894988326629e-09,8.168215537838821e-09
F1,S1084,4.122917179813351e-08,1.1156467689902899e-07,1.5399110909962801e-09,1.3999396476047455e-07,6.746639725880596e-09,7.588709875298919e-09
F1,S1085,4.417816954645415e-08,1.0756692384002835e-07,1.6361384179397126e-09,1.564084364279053e-07,8.447225465467006e-09,8.692079689626703e-09
F1,S1086,3.742131191150735e-08,1.1564595201153226e-07,1.4979807073613361e-09,1.7426815943075382e-07,5.926934738900814e-09,7.038000821227196e-09
F1,S1087,4.342000011340376e-08,1.0348263087972807e-07,1.5367769511606945e-09,1.8976710765208238e-07,4.264093292616897e-09,7.033787185386128e-09
F1,S1088,4.1025058996240227e-08,1.1106909786136244e-07,1.5116990520031098e-09,1.7807717407800079e-07,5.897958016402548e-09,6.789213096130005e-09
F1,S1089,3.65139707407296e-08,1.1640119443025572e-07,1.50063993759579e-09,1.8815067050611526e-07,4.836476255057788e-09,6.940544177861656e-09
F1,S1090,3.786466471704052e-08,1.1160729833220492e-07,1.5101948904284825e-09,1.4873396463917346e-07,4.548061550974186e-09,7.2391183499383825e-09
F1,S1091,4.011293345624277e-08,1.1417899736208351e-07,1.5026236051239772e-09,1.8256590665864133e-07,4.418582191361534e-09,6.8583061242441386e-09
F1,S1092,4.4197595686393615e-08,2.806159268174924,6.879119991071745,1.5071986672979536e-07,1.3910615116030765e-08,8.597442678366575e-09
F1,S1093,3.780436881015744e-08,1.1939620936423056e-07,1.4815545890814665e-09,1.7262822172843434e-07,5.589673151716206e-09,7.195934855250277e-09
F1,S1094,3.922341160555423e-08,1.1640076972150528e-07,1.5907110456820098e-09,1.6183011822622502e-07,6.716132603118385e-09,7.724907930931465e-09
F1,S1095,4.260186697645976e-08,1.1333527898017929e-07,1.6116396292775533e-09,1.5758921925338818e-07,1.3215921552488897e-08,8.307709294702268e-09
F1,S1096,3.7372378052091335e-08,1.5318542167332618e-07,2.937944125290616e-09,1.4139263499376782e-07,4.858780494414596e-09,7.272443996557815e-09
F1,S1097,4.116161188381257e-08,1.184066428404058e-07,1.5546188852476027e-09,1.4167940815641245e-07,4.728655356950718e-09,7.510261607450639e-09
F1,S1098,4.417802564495701e-08,1.0673033569295092e-07,1.6950352787056268e-09,1.3566483476137915e-07,1.0364573020741144e-08,1.0626181560817418e-08
F1,S1099,4.503863958473649e-08,1.2007746013900562e-07,1.4571975799095475e-09,1.6406628898003948e-07,4.598865563424405e-09,7.007967296282838e-09
F1,S1100,14.790660809085738,1.0838842346896887e-07,1.9031477305254445,3.3305123868570443e-07,2.225200431050071e-08,1.9061810338199743e-08
F1,S1101,3.9495128701273915e-08,1.154328924727097e-07,1.5141617229473213e-09,1.6681433466543408e-07,5.9576019139012e-09,7.249353435891069e-09
F1,S1102,4.425746821675248e-08,1.5085812241158594e-07,5.6629809004894946e-09,1.472746478313146e-07,5.02228042244346e-09,7.502716449137754e-09
F1,S1103,3.9494228280265914e-08,1.0156513769447397e-07,1.5756997491097758e-09,1.947865382145336e-07,4.8081907665246685e-09,6.8370245130164535e-09
F1,S1104,3.705970217143747e-08,1.1700422048241127e-07,1.48491270737981e-09,1.4687200955556245e-07,5.942225595122576e-09,7.313125496769385e-09
F1,S1105,4.3876159772168274e-08,1.0790072900779484e-07,1.5205850180219586e-09,1.4436088263388155e-07,5.669897470591999e-09,7.836195703493138e-09
F1,S1106,4.212778230491052e-08,1.0366805327233797e-07,1.8224472575077555e-09,1.3919752194985775e-07,8.415367057549158e-09,8.106126096588562e-09
F1,S1107,6.811456531704313e-08,1.1783643381800695e-07,2.859006761965593e-09,1.4097278877845565e-07,2.7025920576303785e-08,1.1220455977768512e-08
F1,S1108,4.419795948151678e-08,1.0819111201949989e-07,2.439182480152623e-09,2.505008500116082e-07,1.5757186675072077e-08,2.8612084016904318e-08
F1,S1109,5.4311052808829597e-08,1.0670024626805995e-07,1.9628275951697198e-09,0.3514980170119894,1.0660356788014188e-08,0.5643197868970397
F1,S1110,4.2827434650360714e-08,1.1607763378241492e-07,1.6182803325908144e-09,1.5721585661005992e-07,4.8929370457325605e-09,7.2056884583410354e-09
F1,S1111,4.3936246247438186e-08,1.0630252042618971e-07,1.7255260300885565e-09,1.561134371192837e-07,7.255293523551764e-09,8.435893619533812e-09
F1,S1112,4.415223840834299e-08,1.1626313091612725e-07,1.63876266170954e-09,1.5447427210602986e-07,5.703272174968646e-09,7.655956759999093e-09
F1,S1113,4.1626018961964026e-08,1.1663595942528846e-07,1.6112837993747935e-09,1.4903201709260745e-07,4.7485434238183465e-09,7.416510190348506e-09
F1,S1114,4.3928281492650616e-08,1.0631080261972546e-07,1.5671012302634454e-09,1.6254031352704774e-07,9.34469799866959e-09,7.987267242580856e-09
F1,S1115,4.4319829976952896e-08,1.0499855018735061e-07,2.189683408676168e-09,2.765861380391637e-06,1.9720149790945078e-08,1.3698642618301481e-08
F1,S1116,4.211890258968055e-08,1.1841318328017664e-07,1.5556255145737204e-09,1.5010062192298526e-07,5.6689692756746476e-09,7.172641582718331e-09
F1,S1117,3.897886381894127e-08,1.206820592348281e-07,1.4648656976316516e-09,1.8652914405088125e-07,3.6988079477546163e-09,6.785757719420943e-09
F1,S1118,3.638859063329765e-08,1.0837508032294574e-07,1.7700463044167102e-09,1.4416953873438926e-07,5.154909100597936e-09,7.367794617763935e-09
F1,S1119,4.3917389560251365e-08,1.0597370625298043e-07,1.5593836151300087e-09,1.6664230099135735e-07,1.596947089259832e-08,8.300040686969582e-09
F1,S1120,4.428508346340061e-08,1.2610058826552766e-07,1.4447776243330934e-09,1.8764694899188406e-07,4.0209201769585344e-09,6.752420101069361e-09
F1,S1121,4.1858549426546525e-08,1.1298591264643085e-07,1.5005245255021614e-09,1.8699972717046843e-07,3.8425759110299205e-09,6.663816223450236e-09
F1,S1122,3.6765339540161167e-08,1.2307098347905232e-07,1.438128153407455e-09,1.945673912720164e-07,4.515426613409626e-09,6.826565060983223e-09
F1,S1123,4.090477389827918e-08,1.0813007084235909e-07,1.639626898191955e-09,1.7491379489133578e-07,8.76249556613298e-09,8.323704642866674e-09
F1,S1124,4.4167648820766134e-08,1.1616715736849039e-07,2.587077128926929e-09,1.487231896814509e-07,8.834312504598658e-09,8.158195622370569e-09
F1,S1125,3.856500200339587e-08,1.1885023034042064e-07,1.555387829660413e-09,1.7600413993314138e-07,4.0359710659103215e-09,6.811868070851646e-09
F1,S1126,4.1431476996436425e-08,2.3832563892078662e-07,3.499410775301843e-09,5.270077643711238e-07,1.6882312324282933e-08,1.1014290261001764e-08
F1,S1127,4.5502006993485865e-08,1.2033557779337278e-07,1.4662484901854422e-09,1.9202440880244717e-07,3.5723803509073288e-09,6.623884421185047e-09
F1,S1128,3.715769672998584e-08,1.1612764769111223e-07,1.4927167883904955e-09,1.5427368252016935e-07,6.784950060796148e-09,7.737484641755969e-09
F1,S1129,3.987208871694042e-08,1.1767064806156244e-07,1.4914999215076964e-09,1.751149628437708e-07,3.831886724906268e-09,6.731085177591322e-09
F1,S1130,3.724181200371203e-08,1.1717822426736722e-07,1.4865426035354288e-09,1.7121844867455258e-07,7.020188367104178e-09,6.976119770351492e-09
F1,S1131,3.639144647452008e-08,1.1529956798105896e-07,1.5502959883043249e-09,1.6994822150333526e-07,5.674291136157961e-09,6.907695671755003e-09
F1,S1132,3.8813933447605873e-08,1.0836067750229618e-07,1.977553545131801e-09,1.740856310001703e-07,1.1835915102739424e-08,7.373233963463837e-09
F1,S1133,0.20078988822996696,1.3648107487448895e-06,4.489746206510165e-08,9.717765086630155e-07,0.014517322351843288,2.4189910602892808e-08
F1,S1134,3.859103018278333e-08,1.1560256078179464e-07,1.4996261681582936e-09,1.7368380408684357e-07,4.943671781611088e-09,7.17182832207097e-09
F1,S1135,3.844556905296072e-08,1.1749807148214384e-07,1.4906330203147634e-09,1.8052427152710555e-07,5.977568253304092e-09,7.420030504193889e-09
F1,S1136,4.569141325345274e-08,1.1817126979423098e-07,1.457144495603856e-09,1.5876664687799462e-07,3.935801864349618e-09,7.020862255095181e-09
F1,S1137,7.210275844503221e-08,1.1228705882025657e-07,1.6303308441172629e-09,1.570513802534874e-07,4.7974234316993395e-09,7.479450679789006e-09
F1,S1138,4.420153125708031e-08,1.1418286286303505e-07,1.6458436993207746e-09,2.023315550252216e-07,7.939747797740582e-09,8.336617688322914e-09
F1,S1139,4.039449459235932e-08,1.060172626234789e-07,1.6162003286163118e-09,1.6862787709522482e-07,6.798244466639277e-09,8.048312414213616e-09
F1,S1140,4.4336276724963564e-08,1.0785606801328819e-07,3.1970398294278113e-09,1.4725108335414914e-07,3.6927541596261107e-09,6.921486593684191e-09
F1,S1141,4.106705767253906e-08,1.0854631898148603e-07,1.566962170633775e-09,3.5519376949696133e-07,1.5983704142753405e-08,1.5992014273057852e-08
F1,S1142,3.9823645477415466e-08,1.5033059105974724e-07,3.4417792106619617e-09,1.4060503103684875e-07,1.055672873940538e-08,9.316878866009548e-09
F1,S1143,9.25642499192172e-08,1.2834201528029808e-07,2.392845206773088e-08,2.2944908493142733e-07,1.2779779903425038e-08,7.875300006891603e-09
F1,S1144,3.698082346028701e-08,1.0733879835726391e-07,1.7970372971242044e-09,1.5891399074246896e-07,6.536516646459674e-09,8.063052445919909e-09
F1,S1145,4.3642464897393685e-08,1.1605426886507967e-07,1.5016158680974187e-09,1.7032385344783292e-07,4.112611763591e-09,6.7359475853218675e-09
F1,S1146,3.943931733369447e-08,1.1697309416045473e-07,1.467987405502686e-09,1.7973790220207213e-07,1.3192863050915928e-08,7.2037490711688e-09
F1,S1147,4.032968900876817e-08,1.1751005615217297e-07,1.4852763895119685e-09,1.7910496974017925e-07,4.324284314157376e-09,6.729207497251327e-09
F1,S1148,4.1573426392757115e-08,1.0846400523569986e-07,1.6101382358980424e-09,1.3599741549026565e-07,4.204901831381624e-09,6.9153780631688386e-09
F1,S1149,4.0365017804078914e-08,1.1636497497843564e-07,1.5327680897979395e-09,1.534112252326517e-07,5.551451622978525e-09,7.36709793483009e-09
F1,S1150,3.6431727020441685e-08,1.0427842211869004e-07,1.6198978894993041e-09,1.7118673617174988e-07,5.49420657114937e-09,7.573689761632264e-09
F1,S1151,4.3052716091332853e-08,1.1696962168144813e-07,1.4944785025078902e-09,1.9221940221544694e-07,4.100972572599198e-09,6.765838647219761e-09
F1,S1152,3.921593148011191e-08,1.0748046638767505e-07,1.5519149398333245e-09,1.7577699224792535e-07,6.696533123148293e-09,7.190744351373009e-09
F1,S1153,5.209208651422343e-08,1.0394513938204321e-07,1.8375155102052607e-09,1.4665151835387568e-07,8.540665999209374e-09,1.0135047446753184e-08
F1,S1154,3.6420216405048734e-08,1.7685913284649988e-07,2.12861202911724e-09,1.6795689968670984e-07,4.520019572578937e-09,6.9896457574375255e-09
F1,S1155,3.9150063538659936e-08,1.0115531417013352e-07,1.6494214099524238e-09,2.0446800858446378e-07,2.163942997674436e-08,1.0260961618326833e-08
F1,S1156,3.6578593785964e-08,1.1649035078040244e-07,1.5142734108852165e-09,1.6548105007329627e-07,5.060198511890149e-09,6.9702640989454865e-09
F1,S1157,4.0379905257233663e-08,1.0359532483287935e-07,1.5686063004314738e-09,1.8128621632073298e-07,6.794294388927981e-09,6.962604592986903e-09
F1,S1158,4.435434958937099e-08,1.1931970526093006e-07,1.44939119843462e-09,1.903481315086884e-07,3.5260643480022416e-09,6.554229922236101e-09
F1,S1159,3.7690236834816096e-08,1.23560078612378e-07,1.4999148421317467e-09,1.8129846022711263e-07,3.582468014925479e-09,6.635073207005098e-09
F1,S1160,4.024374975131997e-08,1.207434342962463e-07,2.572562556018877e-09,1.5893400342394663e-07,5.8139746587378e-09,7.934655306413127e-09
F1,S1161,3.8720421154300985e-08,1.08195047952235e-07,1.66583093140712e-09,1.6079466967625075e-07,6.502978765543677e-09,7.686835274260052e-09
F1,S1162,4.41019852210105e-08,1.2305937647030597e-07,1.4412802549024088e-09,1.8944651418794838e-07,3.934266592898144e-09,6.778162385453033e-09
F1,S1163,3.64834400520418e-08,1.0401134062333916e-07,1.6424921253782842e-09,1.325084092649475e-07,8.929433722033692e-09,8.948435909860784e-09
F1,S1164,4.380269590749248e-08,1.2462582884421516e-07,1.4468892348191065e-09,1.951531711222986e-07,3.797565096214129e-09,6.604090455927132e-09
F1,S1165,4.0897547947499755e-08,1.135245460397691e-07,1.538363877052761e-09,1.513177312375179e-07,5.63285610988816e-09,7.465400373013376e-09
F1,S1166,3.981133228935967e-08,1.3275703890597385e-07,2.112281429307616e-09,1.8206017193778013e-07,1.016473603669631e-08,1.0435587410362552e-08
F1,S1167,3.990725916589119e-08,1.0699751524227984e-07,3.0309835949133547e-09,1.6385356308352664e-07,4.310631800039936e-09,6.9912845360616536e-09
F1,S1168,6.050126826632463e-08,1.0847183185324109e-07,1.6285019404453034e-09,1.5633382067283428e-07,2.2646182581685422e-08,8.813205503197647e-09
F1,S1169,4.378958132869429e-08,1.1628482801589794e-07,1.4851353186092916e-09,1.907767553329681e-07,4.022589884691725e-09,6.664556392555847e-09
F1,S1170,3.832242220053563e-08,1.0376629250573106e-07,1.5818522996133722e-09,1.7375749172302975e-07,5.442741061943834e-09,7.426522656425934e-09
F1,S1171,4.348684541426684e-08,1.0880687195108573e-07,1.5368283742967493e-09,1.3726247551727747e-07,1.1382862916807378e-08,8.330299686132501e-09
F1,S1172,6.156079960153734e-08,1.1372736907712672e-07,1.5157309871570178e-09,1.5382055156565143e-07,1.1519918895529025e-08,1.0354230525123444e-08
F1,S1173,5.7067039858910665e-08,1.0828170266128886e-07,2.179040906461861e-09,1.0143640816782034,0.9319563185310028,0.6899137551191473
F1,S1174,4.157552174046233e-08,1.1739012432191119e-07,1.5039034281576119e-09,1.864312554817307e-07,4.604589855330466e-09,7.359692206099483e-09
F1,S1175,4.434652282722674e-08,1.1578009407660833e-07,1.6304705949491188e-09,1.483116083243874e-07,5.361889930722472e-09,7.51781279796821e-09
F1,S1176,4.4215438667404434e-08,1.0677578258317788e-07,1.6812464886904943e-09,1.3377319602067347e-07,5.435944250192078e-09,7.360023691156533e-09
F1,S1177,4.391998153903679e-08,1.1662665376853011e-07,1.6144096883376098e-09,1.4710923886870597e-07,6.356554625766716e-09,7.794211249950227e-09
F1,S1178,4.461564012915545e-08,1.0584244080498693e-07,1.6913841165320837e-09,1.6675438992737002e-07,6.251223765945443e-09,7.241720858412767e-09
F1,S1179,4.188327642230197e-08,1.197272634517045e-07,1.474229568113833e-09,1.5909865398415914e-07,4.552404980444508e-09,7.021931995222649e-09
F1,S1180,4.035249746695549e-08,1.1844879819287092e-07,1.4870453086125908e-09,1.9368565001942808e-07,4.249574697975256e-09,6.988007051783283e-09
F1,S1181,1.1945140177898878e-07,1.078577915541677e-07,1.913570059912528e-09,1.5884980772406919e-07,2.2254448123884418e-08,9.280070203959102e-09
F1,S1182,4.435461807147038e-08,1.0825555965191322e-07,1.9413366447307797e-09,1.344635499883903e-07,1.328751067885395e-08,8.244646550111176e-09
F1,S1183,4.0080039931578034e-08,1.0647886726301673e-07,1.7470704946598746e-09,1.5140985088477487e-07,4.713839853756268e-09,7.262482839965442e-09
F1,S1184,3.7911029069721823e-08,1.1122368525271778e-07,1.5494604685704776e-09,1.8017216555445413e-07,4.544623807780326e-09,6.883292219937627e-09
F1,S1185,3.8584723124697774e-08,1.201610278439696e-07,1.5378589170759985e-09,1.8430701392393761e-07,4.1682196829297345e-09,6.742595749793699e-09
F1,S1186,6.128894738867848e-08,1.0186886380619527e-07,1.6973624722275745e-09,1.9362502787325056e-07,7.474350575352243e-09,8.793664316135638e-09
F1,S1187,4.293590894154188e-08,1.078933966444644e-07,1.8155511316039424e-09,1.7142060891347206e-07,5.008496008134149e-09,7.265072022071107e-09
F1,S1188,3.673480035686809e-08,1.0587350441367227e-07,1.567195237434269e-09,1.8628881154449942e-07,4.415250757399913e-09,6.764104745083359e-09
F1,S1189,3.9271615743767424e-08,1.1603001606595482e-07,1.512650080601363e-09,1.7041154025902061e-07,4.583494045530273e-09,7.2113390642186985e-09
F1,S1190,4.059967593053095e-08,1.0834622974561248e-07,1.6940009839041587e-09,1.3407095570466056e-07,4.821066335745317e-09,7.59295678836118e-09
F1,S1191,3.9612921595766695e-08,2.2183089975332413e-07,3.8395218455223785e-09,1.35659895214559e-07,6.374196812848505e-09,7.998812739468408e-09
F1,S1192,4.067241379024022e-08,1.1839626772027195e-07,1.5318655339738846e-09,1.6781378926850566e-07,3.613203151280644e-09,6.772403350248316e-09
F1,S1193,4.266461169190002e-08,1.0840009411386466e-07,1.66335919004754e-09,1.9219554412238922e-07,3.851325557769478e-09,6.617942476231157e-09
F1,S1194,4.162492784634968e-08,1.201756525459654e-07,1.4592367814016622e-09,1.8768183680453454e-07,4.187690915282024e-09,6.872812977603965e-09
F1,S1195,4.0914091376221685e-08,1.1535419712830207e-07,1.6932155206729445e-09,1.6359182418197123e-07,6.2843579687558615e-09,7.13456378529501e-09
F1,S1196,3.7943920528841526e-08,1.2148182487033967e-07,1.4699287423785596e-09,1.7513456183574034e-07,4.295152844555844e-09,6.864917788334382e-09
F1,S1197,3.8026726641198123e-08,1.1536356477228384e-07,1.5473296147695894e-09,1.6999393958129285e-07,4.849560099355205e-09,7.113800869332212e-09
F1,S1198,4.9884499764272636e-08,1.1599465749871249e-07,1.5947859869916985e-09,1.42997724021817e-07,5.714434274476056e-09,7.131900905836411e-09
F1,S1199,3.9005167367916134e-08,1.216515656185168e-07,1.5428678115554145e-09,1.8748184937754854e-07,4.957630031709049e-09,6.798200680858101e-09
F1,S1200,4.0422288067279683e-08,7.742796664033783e-07,5.775561487494829e-09,1.4066147090886434e-07,7.154087327510085e-09,8.045243215457403e-09
F1,S1201,3.6622797345898015e-08,1.1794652551838972e-07,1.4865726177462704e-09,1.748825829186225e-07,5.348517751123562e-09,7.152422749381676e-09
