,Environment,alpha
W825,Site 3,0.9424038488372222
W826,Site 3,0.24833770851381398
W827,Site 3,0.3902017154389893
W828,Site 3,0.6208951156565443
W829,Site 3,0.8366509593227908
W830,Site 3,0.19548088173758238
W831,Site 3,0.8263085926707711
W832,Site 3,0.749835171153825
W833,Site 3,0.7065294752599821
W834,Site 3,0.609976847358994
W835,Site 3,0.891290465334848
W836,Site 3,0.5674000544166173
W837,Site 3,0.6727234566971971
W838,Site 3,0.3961354672886308
W839,Site 3,0.7134339538091241
W840,Site 3,0.12922852124764683
W841,Site 3,0.6255251708765958
W842,Site 3,0.2541955802617647
W843,Site 3,0.4702305428880732
W844,Site 3,0.49669443308253014
W845,Site 3,0.8500538639641048
W846,Site 3,0.5029373534672069
W847,Site 3,0.7145952832536041
W848,Site 3,0.825602039060201
W849,Site 3,0.2078518903911576
W850,Site 3,0.23076830494323974
W851,Site 3,0.7786767345378376
W852,Site 3,0.12441801287014542
W853,Site 3,0.3646383292795927
W854,Site 3,0.5353259880094319
W855,Site 3,0.566155751522197
W856,Site 3,0.8385336873200123
W857,Site 3,0.3114560965668477
W858,Site 3,0.0267167279683318
W859,Site 3,0.45454859239795253
W860,Site 3,0.12138855118024816
W861,Site 3,0.6100920067417813
W862,Site 3,0.9714768020353651
W863,Site 3,0.46605104708109757
W864,Site 3,0.6364351649465777
W865,Site 3,0.7164084006908602
W866,Site 3,0.3463473388834406
W867,Site 3,0.9140996793293563
W868,Site 3,0.5105552550021665
W869,Site 3,0.859757940515574
W870,Site 3,0.6044321757174137
W871,Site 3,0.5936830892329179
W872,Site 3,0.9489805278804946
W873,Site 3,0.2596917730816011
W874,Site 3,0.424957981569427
W875,Site 3,0.2132753351775296
W876,Site 3,0.4181435485793311
W877,Site 3,0.6623608314786725
W878,Site 3,0.7145695937272476
W879,Site 3,0.18146096393483735
W880,Site 3,0.6319229313805272
W881,Site 3,0.7598061442413203
W882,Site 3,0.7018701169994953
W883,Site 3,0.6729210022674349
W884,Site 3,0.4488568276261744
W885,Site 3,0.16500905311368663
W886,Site 3,0.7920950794686273
W887,Site 3,0.13783678036541303
W888,Site 3,0.179808565157064
W889,Site 3,0.3054075113959679
W890,Site 3,0.8562370221824911
W891,Site 3,0.6284392291247549
W892,Site 3,0.4940155644093617
W893,Site 3,0.9096359455174866
W894,Site 3,0.07327954254199665
W895,Site 3,0.5914069343465929
W896,Site 3,0.3142257005024661
W897,Site 3,0.03414530791791093
W898,Site 3,0.8125181489625166
W899,Site 3,0.05346958668613977
