,Environment,alpha
W824,Site 3,0.5805919291868756
W825,Site 3,0.4195246270739322
W826,Site 3,0.031869259870509266
W827,Site 3,0.9074711844801866
W828,Site 3,0.23889587303888796
W829,Site 3,0.5767723713297972
W830,Site 3,0.8792994336551966
W831,Site 3,0.5249876698570932
W832,Site 3,0.5666385156619511
W833,Site 3,0.6359680679121599
W834,Site 3,0.2503468997732067
W835,Site 3,0.6381267146324681
W836,Site 3,0.91931876766295
W837,Site 3,0.3593940679188239
W838,Site 3,0.6655926554876432
W839,Site 3,0.43084639822006704
W840,Site 3,0.6512547771060547
W841,Site 3,0.4274794004041551
W842,Site 3,0.3723009652806394
W843,Site 3,0.6780095244123991
W844,Site 3,0.3917190563721197
W845,Site 3,0.3885566051045468
W846,Site 3,0.8806836309110629
W847,Site 3,0.9832960549608932
W848,Site 3,0.2539253721954825
W849,Site 3,0.2521773237656443
W850,Site 3,0.04586254609666751
W851,Site 3,0.441464172087308
W852,Site 3,0.5417060097266122
W853,Site 3,0.12894303699762688
W854,Site 3,0.3957190052847008
W855,Site 3,0.5605290207717792
W856,Site 3,0.0792291082806611
W857,Site 3,0.7194360139811197
W858,Site 3,0.5360930890507025
W859,Site 3,0.07504313998743306
W860,Site 3,0.3631101521808
W861,Site 3,0.6173108623113064
W862,Site 3,0.7132546028343021
W863,Site 3,0.9273000708665888
W864,Site 3,0.6599821341074883
W865,Site 3,0.17807620106621025
W866,Site 3,0.08090788232183277
W867,Site 3,0.5989049350526369
W868,Site 3,0.11088150214895387
W869,Site 3,0.4080872882000581
W870,Site 3,0.16173358148431982
W871,Site 3,0.4881108262393854
W872,Site 3,0.2947991783672207
W873,Site 3,0.5881665707078939
W874,Site 3,0.5546411393125901
W875,Site 3,0.8103747668363371
W876,Site 3,0.5631618133978726
W877,Site 3,0.7312299669006891
W878,Site 3,0.6532689773903426
W879,Site 3,0.4669838740308373
W880,Site 3,0.7110709928728453
W881,Site 3,0.9763523049780948
W882,Site 3,0.22139327003699227
W883,Site 3,0.2408761012270417
W884,Site 3,0.25717296282178115
W885,Site 3,0.4272121264336733
W886,Site 3,0.17608437966223256
W887,Site 3,0.044562678673211065
W888,Site 3,0.6798157839751365
W889,Site 3,0.29454396349337497
W890,Site 3,0.15256467645010965
W891,Site 3,0.2448470757510911
W892,Site 3,0.28507571568112755
W893,Site 3,0.5538268544997127
W894,Site 3,0.048669357916808036
W895,Site 3,0.5724924916870592
W896,Site 3,0.51024438840694
W897,Site 3,0.28535258649856043
W898,Site 3,0.2845234037796687
W899,Site 3,0.4239081736857698
